"mapping_rate","sequencing_depth","frip","frac_open","mt_content","uniq_frags","dup_level","batch","total_features_by_counts","log10_total_features_by_counts","total_counts","log10_total_counts","pct_counts_in_top_50_features","pct_counts_in_top_100_features","pct_counts_in_top_200_features","pct_counts_in_top_500_features","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","qc_exclude","is_cell_control","total_features_by_binary_exprs","log10_total_features_by_binary_exprs","total_binary_exprs","log10_total_binary_exprs","pct_binary_exprs_in_top_50_features","pct_binary_exprs_in_top_100_features","pct_binary_exprs_in_top_200_features","pct_binary_exprs_in_top_500_features","total_features","log10_total_features","pct_binary_exprs_top_50_features","pct_binary_exprs_top_100_features","pct_binary_exprs_top_200_features","pct_binary_exprs_top_500_features",".cluster_5","dpt_cardiac","dpt_endo","dpt_cl3","dpt_cl3_cl5","dpt_cl4"
"E8.5_CPC_p2_031",94.14,4214827,0.136998,0.285436,0.006559,362173,0.902387,"E8.5",24586,4.39070554122637,99569,4.99812850712827,15.2487219917846,16.3092930530587,18.0678725306069,22.4407195010495,15.2487219917846,16.3092930530587,18.0678725306069,22.4407195010495,"pass",FALSE,22091,4.34423503455164,22091,4.34423503455164,0.226336517133674,0.452673034267349,0.905346068534697,2.26336517133674,22091,4.34423503455164,0.226336517133674,0.452673034267349,0.905346068534697,2.26336517133674,"3",NA,NA,0.296297609071097,0.39936770479478,NA
"E8.5_CPC_p2_298",96.16,2177166,0.258075,0.240953,0.016658,177089,0.909266,"E8.5",20767,4.31739467512028,92905,4.96804376224711,8.90802432592433,10.1469242774878,12.3222646789731,17.6911899251924,8.90802432592433,10.1469242774878,12.3222646789731,17.6911899251924,"pass",FALSE,19669,4.29380435991934,19669,4.29380435991934,0.254207127967868,0.508414255935736,1.01682851187147,2.54207127967868,19669,4.29380435991934,0.254207127967868,0.508414255935736,1.01682851187147,2.54207127967868,"1",1.33644387974594,NA,NA,NA,1.19483658063231
"E8.5_CPC_p2_128",97.35,738307,0.607112,0.226024,0.038946,64135,0.901002,"E8.5",19475,4.28949976587386,80974,4.90835095668221,8.03097290488305,9.13256106898511,11.0862746066639,15.9890829155037,8.03097290488305,9.13256106898511,11.0862746066639,15.9890829155037,"pass",FALSE,18575,4.2689522023945,18575,4.2689522023945,0.269179004037685,0.53835800807537,1.07671601615074,2.69179004037685,18575,4.2689522023945,0.269179004037685,0.53835800807537,1.07671601615074,2.69179004037685,"3",NA,NA,0.631186721822912,0.605864193734389,NA
"E8.5_CPC_p2_021",96.69,377883,0.539819,0.132545,0.06761,31553,0.899877,"E8.5",11421,4.05774215582875,36497,4.56226906684657,14.8669753678385,16.2807902019344,18.7522262103735,24.8842370605803,14.8669753678385,16.2807902019344,18.7522262103735,24.8842370605803,"pass",FALSE,10968,4.04016703648285,10968,4.04016703648285,0.455871626549964,0.911743253099927,1.82348650619985,4.55871626549964,10968,4.04016703648285,0.455871626549964,0.911743253099927,1.82348650619985,4.55871626549964,"1",1.22911663433197,NA,NA,NA,1.15171719317195
"E8.5_CPC_p2_350",97.52,1357876,0.569639,0.29475,0.042866,110414,0.907413,"E8.5",25397,4.40479951885765,131323,5.11834410244194,8.629105335699,9.59694798321695,11.3156111267638,15.7421015359076,8.629105335699,9.59694798321695,11.3156111267638,15.7421015359076,"pass",FALSE,24164,4.3831867994749,24164,4.3831867994749,0.206919384207913,0.413838768415825,0.82767753683165,2.06919384207913,24164,4.3831867994749,0.206919384207913,0.413838768415825,0.82767753683165,2.06919384207913,"1",1.50651283102838,NA,NA,NA,1.33128145062465
"E8.5_CPC_p2_292",96.52,269734,0.634193,0.119137,0.069807,22653,0.898647,"E8.5",10267,4.01148585999941,30847,4.48922701222274,14.5459850228547,16.0534249683924,18.6468700359841,24.8549291665316,14.5459850228547,16.0534249683924,18.6468700359841,24.8549291665316,"pass",FALSE,9914,3.99629271854132,9914,3.99629271854132,0.504337300786766,1.00867460157353,2.01734920314706,5.04337300786766,9914,3.99629271854132,0.504337300786766,1.00867460157353,2.01734920314706,5.04337300786766,"1",1.20072895031444,NA,NA,NA,1.10651717381735
"E8.5_CPC_p2_099",97.17,440378,0.575304,0.162692,0.051616,38475,0.897997,"E8.5",14021,4.14680996277587,46644,4.66880509741182,10.7859531772575,12.2052139610668,14.6342509218763,20.480662035846,10.7859531772575,12.2052139610668,14.6342509218763,20.480662035846,"pass",FALSE,13448,4.12868999358545,13448,4.12868999358545,0.37180249851279,0.74360499702558,1.48720999405116,3.7180249851279,13448,4.12868999358545,0.37180249851279,0.74360499702558,1.48720999405116,3.7180249851279,"3",NA,NA,0.404153305572802,0.42940614755365,NA
"E8.5_CPC_p2_192",97.32,1011312,0.635777,0.287744,0.032658,86431,0.904041,"E8.5",24798,4.39443416859887,113510,5.05503794970376,6.65051537309488,7.6398555193375,9.38507620473967,13.8287375561625,6.65051537309488,7.6398555193375,9.38507620473967,13.8287375561625,"pass",FALSE,23670,4.37421660542837,23670,4.37421660542837,0.211237853823405,0.42247570764681,0.844951415293621,2.11237853823405,23670,4.37421660542837,0.211237853823405,0.42247570764681,0.844951415293621,2.11237853823405,"3",NA,NA,0.461138959387989,0.460862346813117,NA
"E8.5_CPC_p2_360",96.39,964006,0.594043,0.246717,0.037391,75740,0.910061,"E8.5",21265,4.32768580954102,93471,4.97068153529346,8.86692129109563,10.0448267377047,12.0861015716104,17.1860791047491,8.86692129109563,10.0448267377047,12.0861015716104,17.1860791047491,"pass",FALSE,20297,4.30745324817162,20297,4.30745324817162,0.246341823914864,0.492683647829729,0.985367295659457,2.46341823914864,20297,4.30745324817162,0.246341823914864,0.492683647829729,0.985367295659457,2.46341823914864,"3",NA,NA,0.575129700302305,0.563762656415678,NA
"E8.5_CPC_p2_223",95.84,348918,0.57431,0.146453,0.047267,33399,0.887433,"E8.5",12617,4.10099052306996,40223,4.60448525600586,11.8862342440892,13.2710140964125,15.6452775775054,21.5399149740198,11.8862342440892,13.2710140964125,15.6452775775054,21.5399149740198,"pass",FALSE,12182,4.0857542442097,12182,4.0857542442097,0.410441635199475,0.820883270398949,1.6417665407979,4.10441635199475,12182,4.0857542442097,0.410441635199475,0.820883270398949,1.6417665407979,4.10441635199475,"3",NA,NA,0.423544112268511,0.470178946179077,NA
"E8.5_CPC_p2_141",95.82,813676,0.653047,0.241915,0.03341,68711,0.902866,"E8.5",20852,4.3191685432293,92830,4.96769302881314,8.87213185392653,10.0517074221696,12.0833782182484,17.1377787353226,8.87213185392653,10.0517074221696,12.0833782182484,17.1377787353226,"pass",FALSE,19957,4.30011701828987,19957,4.30011701828987,0.250538658114947,0.501077316229894,1.00215463245979,2.50538658114947,19957,4.30011701828987,0.250538658114947,0.501077316229894,1.00215463245979,2.50538658114947,"3",NA,NA,0.53826267856972,0.531177624904861,NA
"E8.5_CPC_p2_134",96.68,556419,0.641719,0.177017,0.050891,47911,0.899543,"E8.5",15256,4.18346914623151,64758,4.81130013381458,10.4558510145465,11.9676333425986,14.6005126779703,20.9920009882949,10.4558510145465,11.9676333425986,14.6005126779703,20.9920009882949,"pass",FALSE,14729,4.16820274684263,14729,4.16820274684263,0.339466358883835,0.678932717767669,1.35786543553534,3.39466358883835,14729,4.16820274684263,0.339466358883835,0.678932717767669,1.35786543553534,3.39466358883835,"3",NA,NA,0.60988648731822,0.586397248263744,NA
"E8.5_CPC_p2_074",96.1,828546,0.64583,0.250731,0.047629,76024,0.891278,"E8.5",21606,4.33459447193228,103050,5.01305221050024,10.083454633673,11.2023289665211,13.1809801067443,18.1174187287724,10.083454633673,11.2023289665211,13.1809801067443,18.1174187287724,"pass",FALSE,20786,4.31779181605307,20786,4.31779181605307,0.240546521697296,0.481093043394592,0.962186086789185,2.40546521697296,20786,4.31779181605307,0.240546521697296,0.481093043394592,0.962186086789185,2.40546521697296,"1",1.45251940588805,NA,NA,NA,1.28695583901479
"E8.5_CPC_p2_136",97.23,573813,0.573214,0.200668,0.024275,52535,0.898478,"E8.5",17291,4.23784522686161,61679,4.7901443650429,6.00366413203846,7.15478525916438,9.2251819906289,14.4830493360787,6.00366413203846,7.15478525916438,9.2251819906289,14.4830493360787,"pass",FALSE,16510,4.2177733774015,16510,4.2177733774015,0.302846759539673,0.605693519079346,1.21138703815869,3.02846759539673,16510,4.2177733774015,0.302846759539673,0.605693519079346,1.21138703815869,3.02846759539673,"1",1.31294120688365,NA,NA,NA,1.23535255566504
"E8.5_CPC_p2_002",96.67,344951,0.576507,0.114845,0.065659,27521,0.904632,"E8.5",9898,3.99559132425235,33948,4.53082698624898,14.4956993048191,16.3750441852245,19.4886296689054,27.0531400966184,14.4956993048191,16.3750441852245,19.4886296689054,27.0531400966184,"pass",FALSE,9589,3.98181860717066,9589,3.98181860717066,0.521430806132026,1.04286161226405,2.08572322452811,5.21430806132026,9589,3.98181860717066,0.521430806132026,1.04286161226405,2.08572322452811,5.21430806132026,"3",NA,NA,0.368696169142602,0.406251938695437,NA
"E8.5_CPC_p2_005",96.96,1125783,0.557598,0.260973,0.067622,87430,0.907689,"E8.5",22488,4.35197014444686,104506,5.01914538096916,13.8690601496565,14.8718733852602,16.6497617361683,21.0571641819608,13.8690601496565,14.8718733852602,16.6497617361683,21.0571641819608,"pass",FALSE,21382,4.33006863595439,21382,4.33006863595439,0.23384154896642,0.467683097932841,0.935366195865681,2.3384154896642,21382,4.33006863595439,0.23384154896642,0.467683097932841,0.935366195865681,2.3384154896642,"1",1.36354170555075,NA,NA,NA,1.22360161654092
"E8.5_CPC_p2_235",94.73,4085142,0.183075,0.305375,0.00247,323899,0.91046,"E8.5",26310,4.42013735459383,118793,5.07479450602652,7.59893259703855,8.69748217487562,10.5679627587484,15.099374542271,7.59893259703855,8.69748217487562,10.5679627587484,15.099374542271,"pass",FALSE,24357,4.38664162613563,24357,4.38664162613563,0.205279796362442,0.410559592724884,0.821119185449768,2.05279796362442,24357,4.38664162613563,0.205279796362442,0.410559592724884,0.821119185449768,2.05279796362442,"3",NA,NA,0.39834706526761,0.436781934734907,NA
"E8.5_CPC_p2_113",93.82,788102,0.664259,0.204681,0.054501,63824,0.900352,"E8.5",17640,4.24652319996657,89549,4.95206559018505,13.7890987057365,15.1012294944667,17.3759617639505,22.9784810550648,13.7890987057365,15.1012294944667,17.3759617639505,22.9784810550648,"pass",FALSE,16913,4.22824632625525,16913,4.22824632625525,0.295630580027198,0.591261160054396,1.18252232010879,2.95630580027198,16913,4.22824632625525,0.295630580027198,0.591261160054396,1.18252232010879,2.95630580027198,"1",1.36281230335988,NA,NA,NA,1.21985187560946
"E8.5_CPC_p2_188",93.69,463359,0.660464,0.166067,0.103269,37009,0.894899,"E8.5",14308,4.15560928367892,54453,4.73602978701415,17.3103410280425,18.5829981819183,20.7959157438525,26.3070905184287,17.3103410280425,18.5829981819183,20.7959157438525,26.3070905184287,"pass",FALSE,13815,4.1403823245594,13815,4.1403823245594,0.361925443358668,0.723850886717336,1.44770177343467,3.61925443358668,13815,4.1403823245594,0.361925443358668,0.723850886717336,1.44770177343467,3.61925443358668,"1",1.38952057502711,NA,NA,NA,1.22924133439981
"E8.5_CPC_p2_224",94.12,485346,0.635158,0.205807,0.05202,48529,0.879083,"E8.5",17741,4.24900257490976,65006,4.81296012429962,13.8756422484078,14.9740023997785,16.8322924037781,21.496477248254,13.8756422484078,14.9740023997785,16.8322924037781,21.496477248254,"pass",FALSE,17063,4.23208084244137,17063,4.23208084244137,0.293031706030593,0.586063412061185,1.17212682412237,2.93031706030593,17063,4.23208084244137,0.293031706030593,0.586063412061185,1.17212682412237,2.93031706030593,"3",NA,NA,0.410126928023139,0.434897528000559,NA
"E8.5_CPC_p2_146",86.96,719002,0.637407,0.159815,0.071296,53641,0.896409,"E8.5",13766,4.13883931241432,73566,4.86668304624216,25.3241986787375,26.7256613109317,29.0922436995351,34.7905282331512,25.3241986787375,26.7256613109317,29.0922436995351,34.7905282331512,"pass",FALSE,13402,4.12720201759035,13402,4.12720201759035,0.373078644978361,0.746157289956723,1.49231457991345,3.73078644978361,13402,4.12720201759035,0.373078644978361,0.746157289956723,1.49231457991345,3.73078644978361,"3",NA,NA,0.339223166481295,0.365522775519672,NA
"E8.5_CPC_p2_210",95.93,443317,0.642849,0.184139,0.017052,41503,0.894827,"E8.5",15870,4.20060429164455,54233,4.73427163677666,5.89309092250106,7.13772057603304,9.35039551564546,14.9373997381668,5.89309092250106,7.13772057603304,9.35039551564546,14.9373997381668,"pass",FALSE,15255,4.18344068003795,15255,4.18344068003795,0.327761389708292,0.655522779416585,1.31104555883317,3.27761389708292,15255,4.18344068003795,0.327761389708292,0.655522779416585,1.31104555883317,3.27761389708292,"3",NA,NA,0.434112639754971,0.482044591298198,NA
"E8.5_CPC_p2_342",95.72,651616,0.654238,0.207535,0.044983,48767,0.911944,"E8.5",17887,4.25256178620633,66789,4.82471144346473,10.058542574376,11.1739957178577,13.1398883049604,18.0269206006977,10.058542574376,11.1739957178577,13.1398883049604,18.0269206006977,"pass",FALSE,17240,4.23656245185336,17240,4.23656245185336,0.290023201856148,0.580046403712297,1.16009280742459,2.90023201856148,17240,4.23656245185336,0.290023201856148,0.580046403712297,1.16009280742459,2.90023201856148,"3",NA,NA,0.556789140685695,0.547192958028853,NA
"E8.5_CPC_p2_336",97.12,759535,0.566983,0.229249,0.045842,61901,0.905765,"E8.5",19758,4.29576496122977,73512,4.86636414628192,9.9181086081184,11.0050059854173,12.9176188921537,17.6950701926216,9.9181086081184,11.0050059854173,12.9176188921537,17.6950701926216,"pass",FALSE,18728,4.27251458965095,18728,4.27251458965095,0.266979923109782,0.533959846219564,1.06791969243913,2.66979923109782,18728,4.27251458965095,0.266979923109782,0.533959846219564,1.06791969243913,2.66979923109782,"1",1.43769075102614,NA,NA,NA,1.276049468609
"E8.5_CPC_p2_206",97.02,268245,0.657689,0.118104,0.08937,21673,0.89969,"E8.5",10179,4.00774777800074,31279,4.49526674438781,16.3784008440168,17.8937945586496,20.4514210812366,26.5577544039132,16.3784008440168,17.8937945586496,20.4514210812366,26.5577544039132,"pass",FALSE,9826,3.99242095605202,9826,3.99242095605202,0.508854060655404,1.01770812131081,2.03541624262162,5.08854060655404,9826,3.99242095605202,0.508854060655404,1.01770812131081,2.03541624262162,5.08854060655404,"3",NA,NA,0.372318004520531,0.42703285093706,NA
"E8.5_CPC_p2_366",96.36,634680,0.684814,0.226999,0.014959,53800,0.905858,"E8.5",19563,4.29145765414924,74752,4.87362862652559,4.39051797945205,5.46206121575343,7.34562285958904,12.2177333047945,4.39051797945205,5.46206121575343,7.34562285958904,12.2177333047945,"pass",FALSE,18668,4.27112105570413,18668,4.27112105570413,0.267838011570602,0.535676023141204,1.07135204628241,2.67838011570602,18668,4.27112105570413,0.267838011570602,0.535676023141204,1.07135204628241,2.67838011570602,"1",1.5454361356494,NA,NA,NA,1.3392099711349
"E8.5_CPC_p2_004",95.44,828286,0.637402,0.223345,0.063174,60770,0.911437,"E8.5",19248,4.2844081725062,82669,4.91734793762777,13.9846859161233,15.1217505957493,17.0922594926756,21.9465579600576,13.9846859161233,15.1217505957493,17.0922594926756,21.9465579600576,"pass",FALSE,18273,4.26183362057575,18273,4.26183362057575,0.27362775679965,0.547255513599299,1.0945110271986,2.7362775679965,18273,4.26183362057575,0.27362775679965,0.547255513599299,1.0945110271986,2.7362775679965,"1",1.37855787567463,NA,NA,NA,1.21879321842368
"E8.5_CPC_p2_334",96.77,720585,0.553106,0.201341,0.039622,55943,0.910874,"E8.5",17350,4.2393245097878,64393,4.808845403256,9.43114934853167,10.6828381966984,12.838351994782,18.0035096982591,9.43114934853167,10.6828381966984,12.838351994782,18.0035096982591,"pass",FALSE,16698,4.22269046471134,16698,4.22269046471134,0.299437058330339,0.598874116660678,1.19774823332136,2.99437058330339,16698,4.22269046471134,0.299437058330339,0.598874116660678,1.19774823332136,2.99437058330339,"1",1.45951797053115,NA,NA,NA,1.27087091314594
"E8.5_CPC_p2_230",97.21,690847,0.535411,0.190925,0.053483,57588,0.903098,"E8.5",16450,4.21619230236393,65107,4.81363435481081,11.6055109281644,12.8404011857404,15.0106747354355,20.4954920361866,11.6055109281644,12.8404011857404,15.0106747354355,20.4954920361866,"pass",FALSE,15721,4.1965077919397,15721,4.1965077919397,0.31804592583169,0.63609185166338,1.27218370332676,3.1804592583169,15721,4.1965077919397,0.31804592583169,0.63609185166338,1.27218370332676,3.1804592583169,"1",1.12892223352208,NA,NA,NA,1.20744012076545
"E8.5_CPC_p2_355",95.67,498454,0.641586,0.170985,0.066235,37740,0.908703,"E8.5",14733,4.16832066551887,51828,4.71457282954816,13.7917727869105,15.0343443698387,17.1644670834298,22.4878444084279,13.7917727869105,15.0343443698387,17.1644670834298,22.4878444084279,"pass",FALSE,14172,4.15146178712433,14172,4.15146178712433,0.352808354501835,0.705616709003669,1.41123341800734,3.52808354501835,14172,4.15146178712433,0.352808354501835,0.705616709003669,1.41123341800734,3.52808354501835,"3",NA,NA,0.361273002723714,0.393201770901664,NA
"E8.5_CPC_p2_076",96.97,310797,0.594703,0.136663,0.051217,29269,0.889111,"E8.5",11777,4.07107154998365,36645,4.56402657726548,10.7900122799836,12.2963569381907,14.9188156638013,21.3426115431846,10.7900122799836,12.2963569381907,14.9188156638013,21.3426115431846,"pass",FALSE,11349,4.05499586152914,11349,4.05499586152914,0.440567450876729,0.881134901753458,1.76226980350692,4.40567450876729,11349,4.05499586152914,0.440567450876729,0.881134901753458,1.76226980350692,4.40567450876729,"3",NA,NA,0.355616788876691,0.411552230806592,NA
"E8.5_CPC_p2_262",97.19,1139900,0.656423,0.262724,0.033702,88452,0.9122,"E8.5",22640,4.35489560471106,120114,5.07959724562481,6.69114341375693,7.73764923322843,9.62668797975257,14.4179695955509,6.69114341375693,7.73764923322843,9.62668797975257,14.4179695955509,"pass",FALSE,21498,4.33241825970248,21498,4.33241825970248,0.232579774862778,0.465159549725556,0.930319099451112,2.32579774862778,21498,4.33241825970248,0.232579774862778,0.465159549725556,0.930319099451112,2.32579774862778,"1",1.49851550010658,NA,NA,NA,1.32920796217833
"E8.5_CPC_p2_048",96.72,262844,0.69659,0.127036,0.049022,21727,0.904255,"E8.5",10949,4.03941411917614,31807,4.50253636271722,9.97264753041783,11.4565976043009,13.971767221052,20.1402207061339,9.97264753041783,11.4565976043009,13.971767221052,20.1402207061339,"pass",FALSE,10531,4.02251085043403,10531,4.02251085043403,0.474788719020036,0.949577438040072,1.89915487608014,4.74788719020036,10531,4.02251085043403,0.474788719020036,0.949577438040072,1.89915487608014,4.74788719020036,"3",NA,NA,0.428353362377763,0.440916371074041,NA
"E8.5_CPC_p2_097",97.17,570315,0.552819,0.183327,0.052242,49237,0.899369,"E8.5",15799,4.19865708695442,57398,4.75890432622611,11.5544095613088,12.9063730443569,15.2113314052754,20.8735496010314,11.5544095613088,12.9063730443569,15.2113314052754,20.8735496010314,"pass",FALSE,15204,4.18198642448015,15204,4.18198642448015,0.328860826098395,0.65772165219679,1.31544330439358,3.28860826098395,15204,4.18198642448015,0.328860826098395,0.65772165219679,1.31544330439358,3.28860826098395,"3",NA,NA,0.513478021429576,0.51673592072751,NA
"E8.5_CPC_p2_140",95.89,852192,0.656818,0.290598,0.014556,79816,0.895337,"E8.5",25049,4.39880773020326,106341,5.0267048239375,5.23880723333427,6.28261912150535,8.09189306100187,12.6686790607574,5.23880723333427,6.28261912150535,8.09189306100187,12.6686790607574,"pass",FALSE,23904,4.37848874803181,23904,4.37848874803181,0.209170013386881,0.418340026773762,0.836680053547523,2.09170013386881,23904,4.37848874803181,0.209170013386881,0.418340026773762,0.836680053547523,2.09170013386881,"3",NA,NA,0.412053360921767,0.432496167145317,NA
"E8.5_CPC_p2_312",96.98,452590,0.622221,0.157693,0.043651,41123,0.894953,"E8.5",13588,4.13318749864117,53478,4.72818327782438,9.86947903810913,11.4308687684655,14.1422641086054,20.9431915928045,9.86947903810913,11.4308687684655,14.1422641086054,20.9431915928045,"pass",FALSE,13209,4.12090281761453,13209,4.12090281761453,0.378529790294496,0.757059580588992,1.51411916117798,3.78529790294496,13209,4.12090281761453,0.378529790294496,0.757059580588992,1.51411916117798,3.78529790294496,"1",1.21343798878791,NA,NA,NA,1.15197263208388
"E8.5_CPC_p2_234",95.26,596738,0.551783,0.195124,0.015874,50961,0.903576,"E8.5",16819,4.22582599146189,57106,4.75668934598744,6.87493433264456,8.14625433404546,10.3859489370644,15.9282737365601,6.87493433264456,8.14625433404546,10.3859489370644,15.9282737365601,"pass",FALSE,16126,4.20755358594931,16126,4.20755358594931,0.3100582909587,0.6201165819174,1.2402331638348,3.100582909587,16126,4.20755358594931,0.3100582909587,0.6201165819174,1.2402331638348,3.100582909587,"3",NA,NA,0.361043737712006,0.430063065785497,NA
"E8.5_CPC_p2_337",95.42,644495,0.567856,0.190136,0.019011,54799,0.903441,"E8.5",16388,4.21455245523425,63425,4.80226732321041,7.11076074103272,8.54079621600315,10.9767441860465,16.9255025620812,7.11076074103272,8.54079621600315,10.9767441860465,16.9255025620812,"pass",FALSE,15807,4.19887692724355,15807,4.19887692724355,0.316315556399064,0.632631112798127,1.26526222559625,3.16315556399064,15807,4.19887692724355,0.316315556399064,0.632631112798127,1.26526222559625,3.16315556399064,"1",1.45227090401612,NA,NA,NA,1.26978103838809
"E8.5_CPC_p2_212",95.5,582062,0.636103,0.200599,0.029732,49147,0.902213,"E8.5",17286,4.23771963199625,64389,4.80881842509212,8.27470530680706,9.58082902359099,11.8420848281539,17.3958284800199,8.27470530680706,9.58082902359099,11.8420848281539,17.3958284800199,"pass",FALSE,16417,4.21532025132993,16417,4.21532025132993,0.304562343911799,0.609124687823598,1.2182493756472,3.04562343911799,16417,4.21532025132993,0.304562343911799,0.609124687823598,1.2182493756472,3.04562343911799,"3",NA,NA,0.472818795966186,0.473544145255409,NA
"E8.5_CPC_p2_225",96.16,433685,0.666547,0.165592,0.088648,33021,0.904932,"E8.5",14272,4.1545152657924,48254,4.68354231995765,15.8515356239897,17.0638703527169,19.1465992456584,24.2715629792349,15.8515356239897,17.0638703527169,19.1465992456584,24.2715629792349,"pass",FALSE,13572,4.13267584909296,13572,4.13267584909296,0.368405540819334,0.736811081638668,1.47362216327734,3.68405540819334,13572,4.13267584909296,0.368405540819334,0.736811081638668,1.47362216327734,3.68405540819334,"3",NA,NA,0.336330684589956,0.381383799270376,NA
"E8.5_CPC_p2_003",93.36,906466,0.660265,0.260915,0.020463,70511,0.909581,"E8.5",22488,4.35197014444686,94940,4.97745380176821,9.27849167895513,10.4118390562461,12.3804508110385,17.2435222245629,9.27849167895513,10.4118390562461,12.3804508110385,17.2435222245629,"pass",FALSE,21437,4.33118426658608,21437,4.33118426658608,0.233241591640621,0.466483183281243,0.932966366562485,2.33241591640621,21437,4.33118426658608,0.233241591640621,0.466483183281243,0.932966366562485,2.33241591640621,"3",NA,NA,0.570806246338667,0.556541441960005,NA
"E8.5_CPC_p2_166",97.27,956497,0.612644,0.264418,0.05247,80126,0.902454,"E8.5",22786,4.35768715233233,103532,5.01507879842696,10.0828729281768,11.0980180040954,12.8897345748174,17.3733724838697,10.0828729281768,11.0980180040954,12.8897345748174,17.3733724838697,"pass",FALSE,21661,4.33569855149822,21661,4.33569855149822,0.230829601588108,0.461659203176215,0.923318406352431,2.30829601588108,21661,4.33569855149822,0.230829601588108,0.461659203176215,0.923318406352431,2.30829601588108,"1",1.36819117118437,NA,NA,NA,1.22914879982075
"E8.5_CPC_p2_154",95.99,609670,0.625185,0.194312,0.069026,49566,0.901347,"E8.5",16747,4.22396295221919,66523,4.82297835488451,14.5603776137576,15.8065631435744,17.9110984170888,23.0176029343235,14.5603776137576,15.8065631435744,17.9110984170888,23.0176029343235,"pass",FALSE,16126,4.20755358594931,16126,4.20755358594931,0.3100582909587,0.6201165819174,1.2402331638348,3.100582909587,16126,4.20755358594931,0.3100582909587,0.6201165819174,1.2402331638348,3.100582909587,"3",NA,NA,0.603549784137561,0.594453312663734,NA
"E8.5_CPC_p2_367",96.05,592798,0.593348,0.192317,0.031171,49636,0.904407,"E8.5",16572,4.21940113035756,60754,4.78358202520127,8.31879382427494,9.63228758600257,11.9234947493169,17.5692135497251,8.31879382427494,9.63228758600257,11.9234947493169,17.5692135497251,"pass",FALSE,15879,4.20085049809108,15879,4.20085049809108,0.314881289753763,0.629762579507526,1.25952515901505,3.14881289753763,15879,4.20085049809108,0.314881289753763,0.629762579507526,1.25952515901505,3.14881289753763,"2",0.649472328347086,0.400494831386844,0.256466254399592,0.297986136926764,0.787377445514446
"E8.5_CPC_p2_032",96.87,903071,0.614359,0.258224,0.050776,75936,0.90177,"E8.5",22253,4.34740808371225,98203,4.9921291776296,9.85611437532458,10.883577894769,12.7083693980836,17.3314460861684,9.85611437532458,10.883577894769,12.7083693980836,17.3314460861684,"pass",FALSE,21360,4.32962158001926,21360,4.32962158001926,0.234082397003745,0.468164794007491,0.936329588014981,2.34082397003745,21360,4.32962158001926,0.234082397003745,0.468164794007491,0.936329588014981,2.34082397003745,"1",1.3515878265781,NA,NA,NA,1.21680195693987
"E8.5_CPC_p2_052",97.11,697844,0.617217,0.214877,0.052872,59724,0.900174,"E8.5",18517,4.26759407976129,77784,4.89089585604745,10.1794713565772,11.3776612156742,13.4642085775995,18.6375089992801,10.1794713565772,11.3776612156742,13.4642085775995,18.6375089992801,"pass",FALSE,17789,4.25017594808392,17789,4.25017594808392,0.281072572938333,0.562145145876665,1.12429029175333,2.81072572938333,17789,4.25017594808392,0.281072572938333,0.562145145876665,1.12429029175333,2.81072572938333,"1",1.44183088652022,NA,NA,NA,1.28482002971139
"E8.5_CPC_p2_120",96.93,1094978,0.592153,0.286967,0.027784,98606,0.898544,"E8.5",24728,4.39320655456337,120056,5.07938748694819,6.60858266142467,7.57313253814886,9.31731858466049,13.8885186912774,6.60858266142467,7.57313253814886,9.31731858466049,13.8885186912774,"pass",FALSE,23402,4.36927153262103,23402,4.36927153262103,0.213656952397231,0.427313904794462,0.854627809588924,2.13656952397231,23402,4.36927153262103,0.213656952397231,0.427313904794462,0.854627809588924,2.13656952397231,"1",1.53232027135124,NA,NA,NA,1.34657659915596
"E8.5_CPC_p2_220",97.29,324238,0.645006,0.127871,0.045163,29197,0.896933,"E8.5",11022,4.04229980741363,39442,4.59596993958298,9.93357334820749,11.868059429035,15.0981187566553,22.8512752902997,9.93357334820749,11.868059429035,15.0981187566553,22.8512752902997,"pass",FALSE,10703,4.02954610042375,10703,4.02954610042375,0.467158740540036,0.934317481080071,1.86863496216014,4.67158740540035,10703,4.02954610042375,0.467158740540036,0.934317481080071,1.86863496216014,4.67158740540035,"2",0.597320522982916,0.402959692419981,0.241807920748076,0.287282394166376,0.798888890662142
"E8.5_CPC_p2_119",97,722715,0.663915,0.249269,0.027378,65615,0.89742,"E8.5",21481,4.33207471224769,89517,4.95191037067549,5.91842890177285,7.03553514974809,9.00834478367238,13.9314320184993,5.91842890177285,7.03553514974809,9.00834478367238,13.9314320184993,"pass",FALSE,20681,4.31559253379159,20681,4.31559253379159,0.241767806198927,0.483535612397853,0.967071224795706,2.41767806198927,20681,4.31559253379159,0.241767806198927,0.483535612397853,0.967071224795706,2.41767806198927,"2",0.510415261896142,0.343338360158014,0.208391100678202,0.25744768144057,0.711728095549092
