"mapping_rate","sequencing_depth","frip","frac_open","mt_content","uniq_frags","dup_level","batch","total_features_by_counts","log10_total_features_by_counts","total_counts","log10_total_counts","pct_counts_in_top_50_features","pct_counts_in_top_100_features","pct_counts_in_top_200_features","pct_counts_in_top_500_features","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","qc_exclude","is_cell_control","total_features_by_binary_exprs","log10_total_features_by_binary_exprs","total_binary_exprs","log10_total_binary_exprs","pct_binary_exprs_in_top_50_features","pct_binary_exprs_in_top_100_features","pct_binary_exprs_in_top_200_features","pct_binary_exprs_in_top_500_features","total_features","log10_total_features","pct_binary_exprs_top_50_features","pct_binary_exprs_top_100_features","pct_binary_exprs_top_200_features","pct_binary_exprs_top_500_features",".cluster_5","dpt_cardiac","dpt_endo","dpt_cl3","dpt_cl3_cl5","dpt_cl4"
"E8.5_CPC_p2_104",96.49,446199,0.618169,0.171183,0.017726,41450,0.896499,"E8.5",14751,4.16885090370955,52128,4.71707939385763,6.26342848373235,7.80962246777164,10.3878913443831,16.6896869244936,6.26342848373235,7.80962246777164,10.3878913443831,16.6896869244936,"pass",FALSE,14161,4.15112459005068,14161,4.15112459005068,0.353082409434362,0.706164818868724,1.41232963773745,3.53082409434362,14161,4.15112459005068,0.353082409434362,0.706164818868724,1.41232963773745,3.53082409434362,"3",NA,NA,0.554142488349089,0.540958683176967,NA
"E8.5_CPC_p2_045",93.42,405112,0.604941,0.139192,0.028297,32348,0.905626,"E8.5",11991,4.07889161984022,40094,4.60309021781222,10.6100663440914,12.153938245124,14.7278894597695,21.0779667780715,10.6100663440914,12.153938245124,14.7278894597695,21.0779667780715,"pass",FALSE,11556,4.06284511327705,11556,4.06284511327705,0.432675666320526,0.865351332641052,1.7307026652821,4.32675666320526,11556,4.06284511327705,0.432675666320526,0.865351332641052,1.7307026652821,4.32675666320526,"2",0.656037498626034,0.504912644090841,0.250418076372243,0.317893713841539,0.85671394644153
"E8.5_CPC_p2_318",97.43,536636,0.536822,0.172064,0.056956,46228,0.899369,"E8.5",14827,4.17108257735753,52585,4.72087013708089,12.5644195112675,13.85946562708,16.0863364077208,21.6012170771132,12.5644195112675,13.85946562708,16.0863364077208,21.6012170771132,"pass",FALSE,14129,4.15014216184856,14129,4.15014216184856,0.353882086488782,0.707764172977564,1.41552834595513,3.53882086488782,14129,4.15014216184856,0.353882086488782,0.707764172977564,1.41552834595513,3.53882086488782,"1",1.28591565164227,NA,NA,NA,1.1586899084103
"E8.5_CPC_p2_013",95.99,872120,0.619355,0.257864,0.023859,76751,0.90053,"E8.5",22219,4.34674405460485,97329,4.98824672337538,7.05545109885029,8.17330908567847,10.1449722076668,15.0427930010583,7.05545109885029,8.17330908567847,10.1449722076668,15.0427930010583,"pass",FALSE,21131,4.3249406020149,21131,4.3249406020149,0.236619185083527,0.473238370167053,0.946476740334106,2.36619185083527,21131,4.3249406020149,0.236619185083527,0.473238370167053,0.946476740334106,2.36619185083527,"3",NA,NA,0.371052446944766,0.399001971029973,NA
"E8.5_CPC_p2_267",97.51,349538,0.602889,0.135352,0.054192,28483,0.904849,"E8.5",11661,4.06677303708503,36238,4.55917620499611,10.7787405485954,12.1750648490535,14.6614051548099,21.0745626138308,10.7787405485954,12.1750648490535,14.6614051548099,21.0745626138308,"pass",FALSE,11177,4.04836410527989,11177,4.04836410527989,0.447347230920641,0.894694461841281,1.78938892368256,4.47347230920641,11177,4.04836410527989,0.447347230920641,0.894694461841281,1.78938892368256,4.47347230920641,"1",1.38242386256398,NA,NA,NA,1.22915481697592
"E8.5_CPC_p2_270",96.51,938058,0.643018,0.259627,0.032444,76583,0.906373,"E8.5",22374,4.34976304398795,101737,5.0074831958715,7.2539980538054,8.3401319087451,10.2214533552198,15.1134788719935,7.2539980538054,8.3401319087451,10.2214533552198,15.1134788719935,"pass",FALSE,21187,4.32608996426356,21187,4.32608996426356,0.235993769764478,0.471987539528956,0.943975079057913,2.35993769764478,21187,4.32608996426356,0.235993769764478,0.471987539528956,0.943975079057913,2.35993769764478,"1",1.43693393564198,NA,NA,NA,1.27241004955966
"E8.5_CPC_p2_035",97.2,1082578,0.563048,0.236232,0.020412,88399,0.909613,"E8.5",20356,4.308713776639,101568,5.00676117661641,5.79513232514178,6.93131695022054,8.96443761814745,14.0949905482042,5.79513232514178,6.93131695022054,8.96443761814745,14.0949905482042,"pass",FALSE,19285,4.28524216242541,19285,4.28524216242541,0.259268861809697,0.518537723619393,1.03707544723879,2.59268861809697,19285,4.28524216242541,0.259268861809697,0.518537723619393,1.03707544723879,2.59268861809697,"5",NA,3.90709367191663,NA,2.58558801096474,NA
"E8.5_CPC_p2_227",97.13,957952,0.598477,0.283974,0.023996,88465,0.897001,"E8.5",24471,4.38866946397662,108440,5.03519351381881,5.67041682036149,6.6340833640723,8.3806713389893,12.8624123939506,5.67041682036149,6.6340833640723,8.3806713389893,12.8624123939506,"pass",FALSE,23177,4.36507595852846,23177,4.36507595852846,0.21573111274108,0.431462225482159,0.862924450964318,2.1573111274108,23177,4.36507595852846,0.21573111274108,0.431462225482159,0.862924450964318,2.1573111274108,"1",1.28153842832136,NA,NA,NA,1.16281366974887
"E8.5_CPC_p2_313",96.95,639329,0.602375,0.210899,0.044084,57593,0.89626,"E8.5",18176,4.25952220721619,72533,4.86054162796536,9.26474845932196,10.480746694608,12.5598003667296,17.7987950312272,9.26474845932196,10.480746694608,12.5598003667296,17.7987950312272,"pass",FALSE,17409,4.24079877111733,17409,4.24079877111733,0.287207766097995,0.574415532195991,1.14883106439198,2.87207766097995,17409,4.24079877111733,0.287207766097995,0.574415532195991,1.14883106439198,2.87207766097995,"1",1.27788534171438,NA,NA,NA,1.17988800999397
"E8.5_CPC_p2_260",95.58,862347,0.615814,0.251914,0.029599,73865,0.902042,"E8.5",21711,4.33669983031566,93680,4.97165151797554,8.1970538001708,9.33497011101622,11.3108454312553,16.2617421007686,8.1970538001708,9.33497011101622,11.3108454312553,16.2617421007686,"pass",FALSE,20658,4.31510929564475,20658,4.31510929564475,0.242036983251041,0.484073966502082,0.968147933004163,2.42036983251041,20658,4.31510929564475,0.242036983251041,0.484073966502082,0.968147933004163,2.42036983251041,"3",NA,NA,0.394014905548788,0.408555503287868,NA
"E8.5_CPC_p2_075",97.18,775346,0.63996,0.255266,0.039471,74977,0.888481,"E8.5",21995,4.34234371100984,99793,4.99910443061378,7.81317326866614,8.86535127714369,10.7352219093524,15.4830499133206,7.81317326866614,8.86535127714369,10.7352219093524,15.4830499133206,"pass",FALSE,20894,4.32004237547964,20894,4.32004237547964,0.239303149229444,0.478606298458888,0.957212596917775,2.39303149229444,20894,4.32004237547964,0.239303149229444,0.478606298458888,0.957212596917775,2.39303149229444,"1",1.6083116514508,NA,NA,NA,1.40504855428778
"E8.5_CPC_p2_038",96.86,925638,0.655706,0.263177,0.033153,78391,0.904206,"E8.5",22679,4.35564305022087,106281,5.02645971830873,7.40301653164724,8.50199000762131,10.4374253159078,15.2341434499111,7.40301653164724,8.50199000762131,10.4374253159078,15.2341434499111,"pass",FALSE,21717,4.33681982879174,21717,4.33681982879174,0.230234378597412,0.460468757194824,0.920937514389649,2.30234378597412,21717,4.33681982879174,0.230234378597412,0.460468757194824,0.920937514389649,2.30234378597412,"3",NA,NA,0.553017943817575,0.542363499131789,NA
"E8.5_CPC_p2_164",95.95,743029,0.577964,0.263293,0.040729,70705,0.889658,"E8.5",22695,4.3559493227878,85139,4.93013364584112,10.1762999330507,11.0994961181127,12.7274222154359,16.8641868004087,10.1762999330507,11.0994961181127,12.7274222154359,16.8641868004087,"pass",FALSE,21445,4.33134630165257,21445,4.33134630165257,0.233154581487526,0.466309162975052,0.932618325950105,2.33154581487526,21445,4.33134630165257,0.233154581487526,0.466309162975052,0.932618325950105,2.33154581487526,"3",NA,NA,0.470197007509024,0.467134351786334,NA
"E8.5_CPC_p2_122",95.85,495840,0.569719,0.183617,0.035674,46467,0.891887,"E8.5",15827,4.19942604159399,54877,4.73939827535192,9.77276454616688,11.157679902327,13.4847021520856,19.2321008801502,9.77276454616688,11.157679902327,13.4847021520856,19.2321008801502,"pass",FALSE,15203,4.18195786093107,15203,4.18195786093107,0.328882457409722,0.657764914819444,1.31552982963889,3.28882457409722,15203,4.18195786093107,0.328882457409722,0.657764914819444,1.31552982963889,3.28882457409722,"3",NA,NA,0.489409845918288,0.492731912824479,NA
"E8.5_CPC_p2_207",96.85,855243,0.521563,0.206607,0.0336,71617,0.904791,"E8.5",17807,4.25061514699063,77245,4.88787599977448,8.33969836235355,9.59803223509612,11.8027056767428,17.3758819341058,8.33969836235355,9.59803223509612,11.8027056767428,17.3758819341058,"pass",FALSE,16895,4.22778390085372,16895,4.22778390085372,0.295945546019532,0.591891092039065,1.18378218407813,2.95945546019532,16895,4.22778390085372,0.295945546019532,0.591891092039065,1.18378218407813,2.95945546019532,"5",NA,3.71068992280385,NA,2.15058825317211,NA
"E8.5_CPC_p2_145",96.68,718743,0.576696,0.241196,0.013131,63957,0.901857,"E8.5",20790,4.31787537841456,74727,4.87348335907154,4.77738969850255,5.80111606246738,7.59029534171049,12.1281464530892,4.77738969850255,5.80111606246738,7.59029534171049,12.1281464530892,"pass",FALSE,19662,4.29364977921584,19662,4.29364977921584,0.254297629946089,0.508595259892178,1.01719051978436,2.54297629946089,19662,4.29364977921584,0.254297629946089,0.508595259892178,1.01719051978436,2.54297629946089,"3",NA,NA,0.575112783675054,0.557278964618368,NA
"E8.5_CPC_p2_065",95.99,633165,0.674207,0.219041,0.027827,53593,0.903337,"E8.5",18879,4.27600198996205,74301,4.87100050389885,7.15468163281786,8.41038478620745,10.597434758617,15.9594083525121,7.15468163281786,8.41038478620745,10.597434758617,15.9594083525121,"pass",FALSE,18170,4.25937882838296,18170,4.25937882838296,0.275178866263071,0.550357732526142,1.10071546505228,2.75178866263071,18170,4.25937882838296,0.275178866263071,0.550357732526142,1.10071546505228,2.75178866263071,"3",NA,NA,0.591054836209937,0.574431186877806,NA
"E8.5_CPC_p2_321",96.82,819698,0.623166,0.240141,0.023531,72494,0.900716,"E8.5",20696,4.31590739966626,92482,4.9660619091205,5.91682705823836,7.00676888475595,8.98012586232997,13.9497415713328,5.91682705823836,7.00676888475595,8.98012586232997,13.9497415713328,"pass",FALSE,19800,4.2966871237724,19800,4.2966871237724,0.252525252525253,0.505050505050505,1.01010101010101,2.52525252525253,19800,4.2966871237724,0.252525252525253,0.505050505050505,1.01010101010101,2.52525252525253,"3",NA,NA,0.602618362768289,0.581689029913333,NA
"E8.5_CPC_p2_091",94.96,533666,0.629184,0.206317,0.023285,47651,0.897209,"E8.5",17782,4.2500050284869,61336,4.7877225307709,8.25779313942872,9.49850006521456,11.6456893178557,16.9117647058824,8.25779313942872,9.49850006521456,11.6456893178557,16.9117647058824,"pass",FALSE,16776,4.2247143045304,16776,4.2247143045304,0.298044825941822,0.596089651883643,1.19217930376729,2.98044825941822,16776,4.2247143045304,0.298044825941822,0.596089651883643,1.19217930376729,2.98044825941822,"2",0.470736674320553,0.301841923723366,0.198622028767886,0.232022187918554,0.579881862191513
"E8.5_CPC_p2_374",96.63,635897,0.647549,0.214703,0.054355,51253,0.905214,"E8.5",18507,4.26735949082786,70158,4.84608339025569,10.8783032583597,11.9686992217566,13.8701217252487,18.6051483793723,10.8783032583597,11.9686992217566,13.8701217252487,18.6051483793723,"pass",FALSE,17785,4.25007828797964,17785,4.25007828797964,0.281135788585887,0.562271577171774,1.12454315434355,2.81135788585887,17785,4.25007828797964,0.281135788585887,0.562271577171774,1.12454315434355,2.81135788585887,"3",NA,NA,0.43259850425606,0.463968050664088,NA
"E8.5_CPC_p2_263",96.26,719202,0.571023,0.210354,0.026831,59193,0.906373,"E8.5",18129,4.25839780409551,69417,4.84147209706982,7.81508852298428,9.13320944437242,11.3963438350836,16.9540602446087,7.81508852298428,9.13320944437242,11.3963438350836,16.9540602446087,"pass",FALSE,17196,4.23545269126322,17196,4.23545269126322,0.290765294254478,0.581530588508956,1.16306117701791,2.90765294254478,17196,4.23545269126322,0.290765294254478,0.581530588508956,1.16306117701791,2.90765294254478,"3",NA,NA,0.593224379443706,0.570847972034125,NA
"E8.5_CPC_p2_368",96.12,713211,0.650974,0.207558,0.066126,60431,0.897671,"E8.5",17884,4.25248894448499,84204,4.9253378801925,12.9103130492613,14.1489715452948,16.3424540401881,21.7507481829842,12.9103130492613,14.1489715452948,16.3424540401881,21.7507481829842,"pass",FALSE,17242,4.23661282819977,17242,4.23661282819977,0.289989560375826,0.579979120751653,1.15995824150331,2.89989560375826,17242,4.23661282819977,0.289989560375826,0.579979120751653,1.15995824150331,2.89989560375826,"1",1.46128066635652,NA,NA,NA,1.30167680777144
"E8.5_CPC_p2_042",95.13,517647,0.5432,0.169234,0.012874,46466,0.8992,"E8.5",14582,4.1638468757942,51105,4.70847189062244,7.32217982584874,8.8523627825066,11.4254965267586,17.6636336953331,7.32217982584874,8.8523627825066,11.4254965267586,17.6636336953331,"pass",FALSE,13964,4.14504094003702,13964,4.14504094003702,0.358063592093956,0.716127184187912,1.43225436837582,3.58063592093956,13964,4.14504094003702,0.358063592093956,0.716127184187912,1.43225436837582,3.58063592093956,"3",NA,NA,0.525884424900076,0.520418299110162,NA
"E8.5_CPC_p2_229",94.46,787808,0.655004,0.227393,0.031155,64092,0.905128,"E8.5",19597,4.29221175333185,86626,4.93765327450514,9.26973425992196,10.4737607646665,12.5689746727311,17.7325514279777,9.26973425992196,10.4737607646665,12.5689746727311,17.7325514279777,"pass",FALSE,18884,4.27611698916354,18884,4.27611698916354,0.264774412200805,0.52954882440161,1.05909764880322,2.64774412200805,18884,4.27611698916354,0.264774412200805,0.52954882440161,1.05909764880322,2.64774412200805,"3",NA,NA,0.315341154394202,0.346558164961957,NA
