pop	depth	batch
4_5	0.690773067331671	1
4_5	0.693266832917706	1
4_5	0.695760598503741	1
4_5	0.698254364089776	2
4_5	0.70074812967581	1
4_5	0.703241895261845	2
4_5	0.70573566084788	2
4_5	0.708229426433915	1
4_5	0.71072319201995	2
4_5	0.713216957605985	2
4_5	0.71571072319202	2
4_5	0.718204488778055	2
4_5	0.72069825436409	1
4_5	0.723192019950125	2
4_5	0.72568578553616	2
4_5	0.728179551122194	1
4_5	0.730673316708229	1
4_5	0.733167082294264	1
4_5	0.735660847880299	2
4_5	0.738154613466334	2
4_5	0.740648379052369	1
4_5	0.743142144638404	2
4_5	0.745635910224439	2
4_5	0.748129675810474	2
4_5	0.750623441396509	2
4_5	0.753117206982544	2
4_5	0.755610972568579	1
4_5	0.758104738154613	1
4_5	0.760598503740648	2
4_5	0.763092269326683	2
4_5	0.765586034912718	1
4_5	0.768079800498753	1
4_5	0.770573566084788	1
4_5	0.773067331670823	2
4_5	0.775561097256858	1
4_5	0.778054862842893	1
4_5	0.780548628428928	1
4_5	0.783042394014963	2
4_5	0.785536159600998	1
4_5	0.788029925187032	1
4_5	0.790523690773067	1
4_5	0.793017456359102	2
4_5	0.795511221945137	1
4_5	0.798004987531172	1
4_5	0.800498753117207	1
4_5	0.802992518703242	1
4_5	0.805486284289277	1
4_5	0.807980049875312	1
4_5	0.810473815461347	1
4_5	0.812967581047382	1
4_5	0.815461346633416	2
4_5	0.817955112219451	2
4_5	0.820448877805486	1
4_5	0.822942643391521	1
4_5	0.825436408977556	1
4_5	0.827930174563591	1
4_5	0.830423940149626	2
4_5	0.832917705735661	2
4_5	0.835411471321696	2
4_5	0.837905236907731	1
4_5	0.840399002493766	1
4_5	0.842892768079801	2
4_5	0.845386533665835	2
4_5	0.84788029925187	1
4_5	0.850374064837905	2
4_5	0.85286783042394	2
4_5	0.855361596009975	1
4_5	0.85785536159601	2
4_5	0.860349127182045	2
4_5	0.86284289276808	1
4_5	0.865336658354115	1
4_5	0.86783042394015	2
4_5	0.870324189526185	1
4_5	0.872817955112219	2
4_5	0.875311720698254	1
4_5	0.877805486284289	2
4_5	0.880299251870324	2
4_5	0.882793017456359	2
4_5	0.885286783042394	1
4_5	0.887780548628429	1
4_5	0.890274314214464	2
4_5	0.892768079800499	2
4_5	0.895261845386534	1
4_5	0.897755610972569	1
4_5	0.900249376558603	2
4_5	0.902743142144638	1
4_5	0.905236907730673	2
4_5	0.907730673316708	1
4_5	0.910224438902743	2
4_5	0.912718204488778	2
4_5	0.915211970074813	1
4_5	0.917705735660848	1
4_5	0.920199501246883	2
4_5	0.922693266832918	2
4_5	0.925187032418953	1
4_5	0.927680798004987	2
4_5	0.930174563591022	1
4_5	0.932668329177057	1
4_5	0.935162094763092	1
4_5	0.937655860349127	2
4_5	0.940149625935162	2
4_5	0.942643391521197	1
4_5	0.945137157107232	2
4_5	0.947630922693267	1
4_5	0.950124688279302	2
4_5	0.952618453865337	2
4_5	0.955112219451372	2
4_5	0.957605985037406	1
4_5	0.960099750623441	2
4_5	0.962593516209476	2
4_5	0.965087281795511	2
4_5	0.967581047381546	2
4_5	0.970074812967581	2
4_5	0.972568578553616	1
4_5	0.975062344139651	2
4_5	0.977556109725686	1
4_5	0.980049875311721	2
4_5	0.982543640897756	2
4_5	0.98503740648379	1
4_5	0.987531172069825	2
4_5	0.99002493765586	1
4_5	0.992518703241895	2
4_5	0.99501246882793	1
4_5	0.997506234413965	1
4_5	1	2
4_5	1	1
5_1	1	2
5_1	1.00249376558603	2
5_1	1.00498753117207	2
5_1	1.0074812967581	2
5_1	1.00997506234414	1
5_1	1.01246882793017	1
5_1	1.01496259351621	2
5_1	1.01745635910224	2
5_1	1.01995012468828	1
5_1	1.02244389027431	2
5_1	1.02493765586035	2
5_1	1.02743142144638	2
5_1	1.02992518703242	1
5_1	1.03241895261845	1
5_1	1.03491271820449	1
5_1	1.03740648379052	1
5_1	1.03990024937656	1
5_1	1.04239401496259	1
5_1	1.04488778054863	2
5_1	1.04738154613466	2
5_1	1.0498753117207	2
5_1	1.05236907730673	2
5_1	1.05486284289277	1
5_1	1.0573566084788	2
5_1	1.05985037406484	1
5_1	1.06234413965087	1
5_1	1.06483790523691	1
5_1	1.06733167082294	1
5_1	1.06982543640898	2
5_1	1.07231920199501	2
5_1	1.07481296758105	1
5_1	1.07730673316708	1
5_1	1.07980049875312	1
5_1	1.08229426433915	2
5_1	1.08478802992519	1
5_1	1.08728179551122	1
5_1	1.08977556109726	2
5_1	1.09226932668329	1
5_1	1.09476309226933	2
5_1	1.09725685785536	2
5_1	1.0997506234414	1
5_1	1.10224438902743	2
5_1	1.10473815461347	1
5_1	1.1072319201995	2
5_1	1.10972568578554	2
5_1	1.11221945137157	1
5_1	1.11471321695761	1
5_1	1.11720698254364	1
5_1	1.11970074812968	1
5_1	1.12219451371571	1
5_1	1.12468827930175	2
5_1	1.12718204488778	2
5_1	1.12967581047382	1
5_1	1.13216957605985	2
5_1	1.13466334164589	1
5_1	1.13715710723192	1
5_1	1.13965087281796	1
5_1	1.14214463840399	1
5_1	1.14463840399003	1
5_1	1.14713216957606	2
5_1	1.14962593516209	2
5_1	1.15211970074813	2
5_1	1.15461346633416	1
5_1	1.1571072319202	1
5_1	1.15960099750623	1
5_1	1.16209476309227	2
5_1	1.1645885286783	2
5_1	1.16708229426434	1
5_1	1.16957605985037	2
5_1	1.17206982543641	2
5_1	1.17456359102244	1
5_1	1.17705735660848	2
5_1	1.17955112219451	1
5_1	1.18204488778055	1
5_1	1.18453865336658	1
5_1	1.18703241895262	2
5_1	1.18952618453865	1
5_1	1.19201995012469	2
5_1	1.19451371571072	1
5_1	1.19700748129676	2
5_1	1.19950124688279	2
5_1	1.20199501246883	2
5_1	1.20448877805486	2
5_1	1.2069825436409	1
5_1	1.20947630922693	2
5_1	1.21197007481297	1
5_1	1.214463840399	1
5_1	1.21695760598504	2
5_1	1.21945137157107	1
5_1	1.22194513715711	2
5_1	1.22443890274314	2
5_1	1.22693266832918	2
5_1	1.22942643391521	1
5_1	1.23192019950125	2
5_1	1.23441396508728	2
5_1	1.23690773067332	2
5_1	1.23940149625935	2
5_1	1.24189526184539	1
5_1	1.24438902743142	2
5_1	1.24688279301746	2
5_1	1.24937655860349	1
5_1	1.25187032418953	1
5_1	1.25436408977556	1
5_1	1.2568578553616	1
5_1	1.25935162094763	1
5_1	1.26184538653367	2
5_1	1.2643391521197	2
5_1	1.26683291770574	1
5_1	1.26932668329177	1
5_1	1.27182044887781	1
5_1	1.27431421446384	2
5_1	1.27680798004988	2
5_1	1.27930174563591	1
5_1	1.28179551122195	1
5_1	1.28428927680798	1
5_1	1.28678304239401	2
5_1	1.28927680798005	1
5_1	1.29177057356608	1
5_1	1.29426433915212	2
5_1	1.29675810473815	2
5_1	1.29925187032419	2
5_1	1.30174563591022	1
5_1	1.30423940149626	1
5_1	1.30673316708229	2
5_1	1.30922693266833	2
5_1	1.31172069825436	2
5_1	1.3142144638404	1
5_1	1.31670822942643	2
5_1	1.31920199501247	2
5_1	1.3216957605985	2
5_1	1.32418952618454	1
5_1	1.32668329177057	2
5_1	1.32917705735661	2
5_1	1.33167082294264	2
5_1	1.33416458852868	1
5_1	1.33665835411471	2
5_1	1.33915211970075	2
5_1	1.34164588528678	1
5_1	1.34413965087282	2
5_1	1.34663341645885	2
5_1	1.34912718204489	1
5_1	1.35162094763092	2
5_1	1.35411471321696	2
5_1	1.35660847880299	2
5_1	1.35910224438903	1
5_1	1.36159600997506	1
5_1	1.3640897755611	1
5_1	1.36658354114713	1
5_1	1.36907730673317	1
5_1	1.3715710723192	2
5_1	1.37406483790524	2
5_1	1.37655860349127	1
5_1	1.37905236907731	2
5_1	1.38154613466334	2
5_1	1.38403990024938	2
5_1	1.38653366583541	2
5_1	1.38902743142145	2
5_1	1.39152119700748	1
5_1	1.39401496259352	1
5_1	1.39650872817955	1
5_1	1.39900249376559	1
5_1	1.40149625935162	1
5_1	1.40399002493766	1
5_1	1.40648379052369	1
5_1	1.40897755610973	1
5_1	1.41147132169576	2
5_1	1.4139650872818	2
5_1	1.41645885286783	1
5_1	1.41895261845387	1
5_1	1.4214463840399	1
5_1	1.42394014962594	1
5_1	1.42643391521197	1
5_1	1.428927680798	2
5_1	1.43142144638404	1
5_1	1.43391521197007	2
5_1	1.43640897755611	1
5_1	1.43890274314214	2
5_1	1.44139650872818	1
5_1	1.44389027431421	1
5_1	1.44638403990025	2
5_1	1.44887780548628	2
5_1	1.45137157107232	2
5_1	1.45386533665835	1
5_1	1.45635910224439	1
5_1	1.45885286783042	2
5_1	1.46134663341646	1
5_1	1.46384039900249	1
5_1	1.46633416458853	2
5_1	1.46882793017456	2
5_1	1.4713216957606	1
5_1	1.47381546134663	2
5_1	1.47630922693267	1
5_1	1.4788029925187	1
5_1	1.48129675810474	1
5_1	1.48379052369077	1
5_1	1.48628428927681	2
5_1	1.48877805486284	1
5_1	1.49127182044888	2
5_1	1.49376558603491	2
5_1	1.49625935162095	1
5_1	1.49875311720698	2
5_1	1.50124688279302	2
5_1	1.50374064837905	1
5_1	1.50623441396509	2
5_1	1.50872817955112	1
5_1	1.51122194513716	2
5_1	1.51371571072319	2
5_1	1.51620947630923	2
5_1	1.51870324189526	1
5_1	1.5211970074813	2
5_1	1.52369077306733	1
5_1	1.52618453865337	1
5_1	1.5286783042394	2
5_1	1.53117206982544	1
5_1	1.53366583541147	2
5_1	1.53615960099751	1
5_1	1.53865336658354	2
5_1	1.54114713216958	2
5_1	1.54364089775561	2
5_1	1.54613466334165	1
5_1	1.54862842892768	2
5_1	1.55112219451372	2
5_1	1.55361596009975	1
5_1	1.55610972568579	2
5_1	1.55860349127182	1
5_1	1.56109725685786	1
5_1	1.56359102244389	2
5_1	1.56608478802993	1
5_1	1.56857855361596	2
5_1	1.571072319202	1
5_1	1.57356608478803	1
5_1	1.57605985037406	1
5_1	1.5785536159601	1
5_1	1.58104738154613	1
5_1	1.58354114713217	2
5_1	1.5860349127182	2
5_1	1.58852867830424	2
5_1	1.59102244389027	2
5_1	1.59351620947631	1
5_1	1.59600997506234	2
5_1	1.59850374064838	2
5_1	1.60099750623441	2
5_1	1.60349127182045	2
5_1	1.60598503740648	2
5_1	1.60847880299252	1
5_1	1.61097256857855	2
5_1	1.61346633416459	2
5_1	1.61596009975062	2
5_1	1.61845386533666	1
5_1	1.62094763092269	1
5_1	1.62344139650873	2
5_1	1.62593516209476	1
5_1	1.6284289276808	1
5_1	1.63092269326683	1
5_1	1.63341645885287	1
5_1	1.6359102244389	2
5_1	1.63840399002494	1
5_1	1.64089775561097	2
5_1	1.64339152119701	2
5_1	1.64588528678304	2
5_1	1.64837905236908	1
5_1	1.65087281795511	1
5_1	1.65336658354115	2
5_1	1.65586034912718	1
5_1	1.65835411471322	1
5_1	1.66084788029925	2
5_1	1.66334164588529	2
5_1	1.66583541147132	2
5_1	1.66832917705736	2
5_1	1.67082294264339	2
5_1	1.67331670822943	1
5_1	1.67581047381546	1
5_1	1.6783042394015	2
5_1	1.68079800498753	1
5_1	1.68329177057357	1
5_1	1.6857855361596	1
5_1	1.68827930174564	1
5_1	1.69077306733167	1
5_1	1.69326683291771	2
5_1	1.69576059850374	1
5_1	1.69825436408978	1
5_1	1.70074812967581	2
5_1	1.70324189526185	1
5_1	1.70573566084788	1
5_1	1.70822942643392	2
5_1	1.71072319201995	2
5_1	1.71321695760599	1
5_1	1.71571072319202	2
5_1	1.71820448877805	2
5_1	1.72069825436409	2
5_1	1.72319201995012	1
5_1	1.72568578553616	2
5_1	1.72817955112219	1
5_1	1.73067331670823	1
5_1	1.73316708229426	2
5_1	1.7356608478803	2
5_1	1.73815461346633	1
5_1	1.74064837905237	1
5_1	1.7431421446384	1
5_1	1.74563591022444	2
5_1	1.74812967581047	2
5_1	1.75062344139651	2
5_1	1.75311720698254	2
5_1	1.75561097256858	1
5_1	1.75810473815461	1
5_1	1.76059850374065	1
5_1	1.76309226932668	1
5_1	1.76558603491272	2
5_1	1.76807980049875	2
5_1	1.77057356608479	2
5_1	1.77306733167082	2
5_1	1.77556109725686	2
5_1	1.77805486284289	2
5_1	1.78054862842893	2
5_1	1.78304239401496	2
5_1	1.785536159601	1
5_1	1.78802992518703	1
5_1	1.79052369077307	1
5_1	1.7930174563591	1
5_1	1.79551122194514	1
5_1	1.79800498753117	1
5_1	1.80049875311721	1
5_1	1.80299251870324	1
5_1	1.80548628428928	1
5_1	1.80798004987531	1
5_1	1.81047381546135	1
5_1	1.81296758104738	1
5_1	1.81546134663342	2
5_1	1.81795511221945	2
5_1	1.82044887780549	1
5_1	1.82294264339152	2
5_1	1.82543640897756	1
5_1	1.82793017456359	2
5_1	1.83042394014963	1
5_1	1.83291770573566	2
5_1	1.8354114713217	1
5_1	1.83790523690773	1
5_1	1.84039900249377	1
5_1	1.8428927680798	1
5_1	1.84538653366584	1
5_1	1.84788029925187	2
5_1	1.85037406483791	1
5_1	1.85286783042394	1
5_1	1.85536159600997	1
5_1	1.85785536159601	1
5_1	1.86034912718204	1
5_1	1.86284289276808	2
5_1	1.86533665835411	2
5_1	1.86783042394015	1
5_1	1.87032418952618	2
5_1	1.87281795511222	2
5_1	1.87531172069825	2
5_1	1.87780548628429	1
5_1	1.88029925187032	2
5_1	1.88279301745636	1
5_1	1.88528678304239	2
5_1	1.88778054862843	1
5_1	1.89027431421446	1
5_1	1.8927680798005	1
5_1	1.89526184538653	1
5_1	1.89775561097257	2
5_1	1.9002493765586	2
5_1	1.90274314214464	2
5_1	1.90523690773067	1
5_1	1.90773067331671	2
5_1	1.91022443890274	2
5_1	1.91271820448878	2
5_1	1.91521197007481	1
5_1	1.91770573566085	2
5_1	1.92019950124688	1
5_1	1.92269326683292	2
5_1	1.92518703241895	2
5_1	1.92768079800499	2
5_1	1.93017456359102	1
5_1	1.93266832917706	2
5_1	1.93516209476309	1
5_1	1.93765586034913	2
5_1	1.94014962593516	2
5_1	1.9426433915212	1
5_1	1.94513715710723	2
5_1	1.94763092269327	2
5_1	1.9501246882793	1
5_1	1.95261845386534	2
5_1	1.95511221945137	1
5_1	1.95760598503741	2
5_1	1.96009975062344	2
5_1	1.96259351620948	2
5_1	1.96508728179551	1
5_1	1.96758104738155	1
5_1	1.97007481296758	1
5_1	1.97256857855362	2
5_1	1.97506234413965	1
5_1	1.97755610972569	2
5_1	1.98004987531172	2
5_1	1.98254364089776	1
5_1	1.98503740648379	2
5_1	1.98753117206983	1
5_1	1.99002493765586	1
5_1	1.9925187032419	1
5_1	1.99501246882793	1
5_1	1.99750623441397	1
5_1	2	2
5_1	2	1
5_2	1	2
5_2	1.00249376558603	1
5_2	1.00498753117207	1
5_2	1.0074812967581	1
5_2	1.00997506234414	1
5_2	1.01246882793017	1
5_2	1.01496259351621	1
5_2	1.01745635910224	2
5_2	1.01995012468828	1
5_2	1.02244389027431	2
5_2	1.02493765586035	1
5_2	1.02743142144638	1
5_2	1.02992518703242	1
5_2	1.03241895261845	1
5_2	1.03491271820449	2
5_2	1.03740648379052	2
5_2	1.03990024937656	1
5_2	1.04239401496259	1
5_2	1.04488778054863	2
5_2	1.04738154613466	1
5_2	1.0498753117207	2
5_2	1.05236907730673	2
5_2	1.05486284289277	1
5_2	1.0573566084788	2
5_2	1.05985037406484	2
5_2	1.06234413965087	1
5_2	1.06483790523691	2
5_2	1.06733167082294	2
5_2	1.06982543640898	2
5_2	1.07231920199501	1
5_2	1.07481296758105	1
5_2	1.07730673316708	2
5_2	1.07980049875312	2
5_2	1.08229426433915	1
5_2	1.08478802992519	2
5_2	1.08728179551122	1
5_2	1.08977556109726	1
5_2	1.09226932668329	2
5_2	1.09476309226933	2
5_2	1.09725685785536	2
5_2	1.0997506234414	2
5_2	1.10224438902743	1
5_2	1.10473815461347	1
5_2	1.1072319201995	2
5_2	1.10972568578554	2
5_2	1.11221945137157	1
5_2	1.11471321695761	1
5_2	1.11720698254364	2
5_2	1.11970074812968	2
5_2	1.12219451371571	2
5_2	1.12468827930175	1
5_2	1.12718204488778	1
5_2	1.12967581047382	2
5_2	1.13216957605985	1
5_2	1.13466334164589	2
5_2	1.13715710723192	1
5_2	1.13965087281796	2
5_2	1.14214463840399	2
5_2	1.14463840399003	1
5_2	1.14713216957606	1
5_2	1.14962593516209	2
5_2	1.15211970074813	1
5_2	1.15461346633416	2
5_2	1.1571072319202	1
5_2	1.15960099750623	1
5_2	1.16209476309227	1
5_2	1.1645885286783	1
5_2	1.16708229426434	1
5_2	1.16957605985037	2
5_2	1.17206982543641	2
5_2	1.17456359102244	1
5_2	1.17705735660848	2
5_2	1.17955112219451	1
5_2	1.18204488778055	1
5_2	1.18453865336658	2
5_2	1.18703241895262	2
5_2	1.18952618453865	2
5_2	1.19201995012469	2
5_2	1.19451371571072	2
5_2	1.19700748129676	2
5_2	1.19950124688279	1
5_2	1.20199501246883	2
5_2	1.20448877805486	2
5_2	1.2069825436409	1
5_2	1.20947630922693	2
5_2	1.21197007481297	2
5_2	1.214463840399	1
5_2	1.21695760598504	1
5_2	1.21945137157107	1
5_2	1.22194513715711	1
5_2	1.22443890274314	1
5_2	1.22693266832918	1
5_2	1.22942643391521	1
5_2	1.23192019950125	1
5_2	1.23441396508728	1
5_2	1.23690773067332	1
5_2	1.23940149625935	1
5_2	1.24189526184539	2
5_2	1.24438902743142	1
5_2	1.24688279301746	1
5_2	1.24937655860349	1
5_2	1.25187032418953	2
5_2	1.25436408977556	1
5_2	1.2568578553616	1
5_2	1.25935162094763	2
5_2	1.26184538653367	2
5_2	1.2643391521197	2
5_2	1.26683291770574	2
5_2	1.26932668329177	1
5_2	1.27182044887781	2
5_2	1.27431421446384	2
5_2	1.27680798004988	2
5_2	1.27930174563591	2
5_2	1.28179551122195	2
5_2	1.28428927680798	1
5_2	1.28678304239401	1
5_2	1.28927680798005	2
5_2	1.29177057356608	2
5_2	1.29426433915212	2
5_2	1.29675810473815	2
5_2	1.29925187032419	2
5_2	1.30174563591022	1
5_2	1.30423940149626	1
5_2	1.30673316708229	2
5_2	1.30922693266833	1
5_2	1.31172069825436	1
5_2	1.3142144638404	2
5_2	1.31670822942643	1
5_2	1.31920199501247	2
5_2	1.3216957605985	1
5_2	1.32418952618454	1
5_2	1.32668329177057	1
5_2	1.32917705735661	2
5_2	1.33167082294264	1
5_2	1.33416458852868	2
5_2	1.33665835411471	2
5_2	1.33915211970075	1
5_2	1.34164588528678	1
5_2	1.34413965087282	2
5_2	1.34663341645885	2
5_2	1.34912718204489	2
5_2	1.35162094763092	1
5_2	1.35411471321696	2
5_2	1.35660847880299	1
5_2	1.35910224438903	2
5_2	1.36159600997506	1
5_2	1.3640897755611	2
5_2	1.36658354114713	1
5_2	1.36907730673317	2
5_2	1.3715710723192	1
5_2	1.37406483790524	2
5_2	1.37655860349127	1
5_2	1.37905236907731	2
5_2	1.38154613466334	1
5_2	1.38403990024938	2
5_2	1.38653366583541	1
5_2	1.38902743142145	2
5_2	1.39152119700748	2
5_2	1.39401496259352	1
5_2	1.39650872817955	1
5_2	1.39900249376559	1
5_2	1.40149625935162	1
5_2	1.40399002493766	1
5_2	1.40648379052369	1
5_2	1.40897755610973	1
5_2	1.41147132169576	2
5_2	1.4139650872818	1
5_2	1.41645885286783	2
5_2	1.41895261845387	1
5_2	1.4214463840399	2
5_2	1.42394014962594	2
5_2	1.42643391521197	1
5_2	1.428927680798	2
5_2	1.43142144638404	1
5_2	1.43391521197007	1
5_2	1.43640897755611	1
5_2	1.43890274314214	1
5_2	1.44139650872818	1
5_2	1.44389027431421	1
5_2	1.44638403990025	2
5_2	1.44887780548628	1
5_2	1.45137157107232	2
5_2	1.45386533665835	1
5_2	1.45635910224439	2
5_2	1.45885286783042	2
5_2	1.46134663341646	2
5_2	1.46384039900249	1
5_2	1.46633416458853	1
5_2	1.46882793017456	2
5_2	1.4713216957606	1
5_2	1.47381546134663	1
5_2	1.47630922693267	2
