"Cell","Background","Timepoint","X3_prime_bias","aligned_to_genes","intergenic","exonic","X5_prime_bias","secondaryalignments","readsaligned","totalalignments","non_uniquealignments","intronic","percent_genes","is.sc","is.neg.ctrl","is.pos.ctrl","Platform","total_counts","log10_total_counts","filter_on_total_counts","total_features","log10_total_features","filter_on_total_features","pct_dropout","exprs_feature_controls_mito","pct_exprs_feature_controls_mito","filter_on_pct_exprs_feature_controls_mito","counts_feature_controls_mito","pct_counts_feature_controls_mito","filter_on_pct_counts_feature_controls_mito","tpm_feature_controls_mito","pct_tpm_feature_controls_mito","filter_on_pct_tpm_feature_controls_mito","n_detected_feature_controls_mito","exprs_feature_controls_housekeeping","pct_exprs_feature_controls_housekeeping","filter_on_pct_exprs_feature_controls_housekeeping","counts_feature_controls_housekeeping","pct_counts_feature_controls_housekeeping","filter_on_pct_counts_feature_controls_housekeeping","tpm_feature_controls_housekeeping","pct_tpm_feature_controls_housekeeping","filter_on_pct_tpm_feature_controls_housekeeping","n_detected_feature_controls_housekeeping","log10_counts_feature_controls_mito","log10_tpm_feature_controls_mito","log10_counts_feature_controls_housekeeping","log10_tpm_feature_controls_housekeeping","qc.exclude","n_detected_feature_controls","counts_feature_controls","pct_counts_feature_controls","filter_on_pct_counts_feature_controls","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","pct_counts_top_50_endogenous_features","pct_counts_top_100_endogenous_features","pct_counts_top_200_endogenous_features","pct_counts_top_500_endogenous_features","tpm_feature_controls","pct_tpm_feature_controls","filter_on_pct_tpm_feature_controls","pct_tpm_top_50_features","pct_tpm_top_100_features","pct_tpm_top_200_features","pct_tpm_top_500_features","pct_tpm_top_50_endogenous_features","pct_tpm_top_100_endogenous_features","pct_tpm_top_200_endogenous_features","pct_tpm_top_500_endogenous_features","counts_endogenous_features","tpm_endogenous_features","log10_counts_feature_controls","log10_tpm_feature_controls","log10_counts_endogenous_features","log10_tpm_endogenous_features","is_cell_control","cellcycle","cluster","tsne1","tsne2","dpt","dm1","dm2","dm3"
"c1run2_31_X_isl1.e8.5","c1run2_31_X_isl1-e8.5","isl1","e8.5",0.56,1451548,1150301,1451548,0.63,1585653,5054762,6640415,2355527,1671024,28.7164459968639,TRUE,FALSE,FALSE,"C1",3408904.59,6.53261484616395,FALSE,164,2.2148438480477,FALSE,98.639342902182,165.550024696784,0.33905208786129,FALSE,149749.84,4.36809005153229,FALSE,174.822643547739,0.429416808895088,FALSE,12,12.5769820646162,0.0257580875376634,FALSE,13946.15,0.406798692220152,FALSE,12.2334129635338,0.0300489287319464,FALSE,1,5.1753692671638,2.24507480551913,4.14448547171525,1.12167186535725,FALSE,0,0,0,FALSE,19.3614641470502,26.8355548196789,36.56300219303,51.830930826961,19.3614641470502,26.8355548196789,36.56300219303,51.830930826961,0,0,FALSE,1.61239448642825,3.07469152496237,5.78595976947148,12.9842667747046,1.61239448642825,3.07469152496237,5.78595976947148,12.9842667747046,3408904.59,37585.7590171659,0,0,6.53261497356394,4.57503487954082,FALSE,"G1",NA,30.2270875025656,-5.43754594982091,0.251748439200109,-0.0907056781120591,0.00774774087332177,-0.0471064160122555
"c1run2_33_X_isl1.e8.5","c1run2_33_X_isl1-e8.5","isl1","e8.5",0.6,983159,780269,983159,0.65,1166920,3545079,4711999,1701505,1239884,27.7330632124136,TRUE,FALSE,FALSE,"C1",2276610.19,6.35728867540012,FALSE,163,2.21218760440396,FALSE,98.6476395918029,169.807462757341,0.32636926306827,FALSE,90460.64,3.95148132456037,FALSE,182.73362950007,0.413079370212762,FALSE,13,12.2583555742567,0.0235605102993391,FALSE,7466.99,0.326171377249586,FALSE,12.0560008922648,0.0272532498231768,FALSE,1,4.95646445690641,2.26418865423511,3.8732037277361,1.11581017109006,FALSE,0,0,0,FALSE,19.5084482161613,26.863583528105,35.9829352252877,50.79982357454,19.5084482161613,26.863583528105,35.9829352252877,50.79982357454,0,0,FALSE,1.46551068643778,2.79252089944751,5.2637053252142,11.8812263252185,1.46551068643778,2.79252089944751,5.2637053252142,11.8812263252185,2276610.19,40950.2538199751,0,0,6.35728886616373,4.61226720325786,FALSE,"S",5,9.60341471084314,24.8549818913611,0.0381504808726013,0.0283729488629323,0.0396305108444589,-0.111682391461771
"c1run2_37_X_isl1.e8.5","c1run2_37_X_isl1-e8.5","isl1","e8.5",0.58,1625472,1141392,1625472,0.71,1897438,5302666,7200104,2806908,1611531,30.6538635471289,TRUE,FALSE,FALSE,"C1",3906164.13,6.59175048760922,FALSE,180,2.25527250510331,FALSE,98.5065958682486,151.767501385271,0.353550997176328,FALSE,88073.16,2.24276116871732,FALSE,161.872497757009,0.451336913710785,FALSE,8,13.241463198062,0.0308467390911582,FALSE,25321.83,0.644814118681119,FALSE,12.7723001386503,0.0356120440806423,FALSE,1,4.94484850982541,2.21184775661829,4.40351223944578,1.13900647868115,FALSE,0,0,0,FALSE,20.4789802316883,28.7222587853727,38.5704757879696,54.5002782563569,20.4789802316883,28.7222587853727,38.5704757879696,54.5002782563569,0,0,FALSE,1.81846353708587,3.49626867530367,6.60059013430223,14.8009699870429,1.81846353708587,3.49626867530367,6.60059013430223,14.8009699870429,3906164.13,33248.3512407076,0,0,6.59175059879104,4.52178317579463,FALSE,"G2M",5,9.18418112114655,37.6408621439737,0.0239168610561246,0.0376630309285174,0.0673467506427204,-0.12587018806675
"c1run2_38_X_isl1.e8.5","c1run2_38_X_isl1-e8.5","isl1","e8.5",0.55,2355982,1636146,2355982,0.7,2409776,6618730,9028506,3580652,1437428,35.5956807423781,TRUE,FALSE,FALSE,"C1",5594152.33,6.74773428813091,FALSE,183,2.26245108973043,FALSE,98.481705799386,152.725990026158,0.35140883172583,FALSE,104776.42,1.86502990597002,FALSE,165.272917743015,0.454955571919245,FALSE,9,12.6404048068381,0.0290844399499505,FALSE,23881,0.425083994895703,FALSE,12.2292213866544,0.0336640296914439,FALSE,1,5.0202677003387,2.22082151781498,4.37807069400644,1.12153428429103,FALSE,0,0,0,FALSE,17.9655542200796,25.6115229883273,35.6736585326413,52.1113251487022,17.9655542200796,25.6115229883273,35.6736585326413,52.1113251487022,0,0,FALSE,1.77684270571517,3.41826123805789,6.46843401326813,14.5238011158522,1.77684270571517,3.41826123805789,6.46843401326813,14.5238011158522,5594152.33,33874.8346611673,0,0,6.74773436576456,4.52989000452522,FALSE,"G2M",5,13.7338439656132,26.7593644783764,0,0.0388356821177721,0.0814402235865427,-0.18614780150725
"c1run2_40_X_isl1.e8.5","c1run2_40_X_isl1-e8.5","isl1","e8.5",0.6,1252105,895835,1252105,0.65,1221336,3505509,4726845,1813306,756074,35.7182081118605,TRUE,FALSE,FALSE,"C1",2909640.95,6.46383940030741,FALSE,171,2.23299611039215,FALSE,98.5812660748361,162.716971245935,0.354493216799618,FALSE,104900.75,3.58977201394325,FALSE,172.77715966248,0.44286237464885,FALSE,10,12.4122094941398,0.0270410888149953,FALSE,10604.28,0.362885370905528,FALSE,12.1287483478444,0.0310884048871832,FALSE,1,5.02078273327462,2.23999269452692,4.02552213922218,1.11822332384001,FALSE,0,0,0,FALSE,19.9951341075262,27.9877154602186,37.7224595357719,53.0425621759276,19.9951341075262,27.9877154602186,37.7224595357719,53.0425621759276,0,0,FALSE,1.64765842897432,3.15082854146032,5.95364110293183,13.4148273586383,1.64765842897432,3.15082854146032,5.95364110293183,13.4148273586383,2909640.95,36513.1242864292,0,0,6.46383954956789,4.56246088947337,FALSE,"S",5,12.3170307596166,21.8974954885922,0.0448648999824279,0.0240118420889008,0.0520525048586241,-0.104659814728868
"c1run2_43_X_isl1.e8.5","c1run2_43_X_isl1-e8.5","isl1","e8.5",0.54,1439125,1181644,1439125,0.61,1561543,5715092,7276635,2355968,2287540,25.1811344419302,TRUE,FALSE,FALSE,"C1",3381228.98,6.5290745825916,FALSE,167,2.22271647114758,FALSE,98.6144528333195,180.511464233602,0.405905947105891,FALSE,216863.88,6.36684811262178,FALSE,187.58594853302,0.515603983723183,FALSE,13,12.1827464535874,0.0273946547305985,FALSE,10542.49,0.309514118067213,FALSE,11.7224147914932,0.0322205570972473,FALSE,1,5.33618922625505,2.27550933049085,4.02298439046479,1.10456955086321,FALSE,0,0,0,FALSE,19.4601650433033,26.8157275169219,35.9849553874343,52.0243917346289,19.4601650433033,26.8157275169219,35.9849553874343,52.0243917346289,0,0,FALSE,1.82616815421649,3.4733131980556,6.52231198587574,14.5111643743604,1.82616815421649,3.4733131980556,6.52231198587574,14.5111643743604,3381228.98,33408.6391683669,0,0,6.52907471103437,4.52387178518517,FALSE,"G1",4,-21.1332130498183,3.00358308302965,0.086233014450688,0.0309955320231863,0.00216038416865181,0.0350296881840262
"c1run2_44_X_isl1.e8.5","c1run2_44_X_isl1-e8.5","isl1","e8.5",0.56,2071679,1488658,2071679,0.66,1805665,5640056,7445721,2702809,1167801,36.7315324528693,TRUE,FALSE,FALSE,"C1",4775358.65,6.67900599453059,FALSE,183,2.26245108973043,FALSE,98.481705799386,148.761003327048,0.330512432596824,FALSE,87771.69,1.82369226723656,FALSE,161.43553124262,0.417369865300268,FALSE,11,12.2233644293489,0.0271574795928191,FALSE,15321.92,0.31835398205523,FALSE,11.9799217285251,0.0309724772462127,FALSE,1,4.94335940853381,2.21068103312428,4.18534153416398,1.11327207359131,FALSE,0,0,0,FALSE,19.0991995962439,26.6712298143303,36.6285805569808,52.424468474216,19.0991995962439,26.6712298143303,36.6285805569808,52.424468474216,0,0,FALSE,1.65665385491885,3.18244591475033,6.03536549014109,13.5934561774076,1.65665385491885,3.18244591475033,6.03536549014109,13.5934561774076,4775358.65,35998.693950045,0,0,6.67900608547547,4.55629880864585,FALSE,"S",4,1.63080675873233,7.31354619307582,0.0786181192097709,0.0264826313804848,-0.00511191076703247,0.00509388913708388
"c1run2_49_X_isl1.e8.5","c1run2_49_X_isl1-e8.5","isl1","e8.5",0.55,1402172,1069690,1402172,0.63,1252882,4835766,6088648,1867591,1738181,28.9958612554867,TRUE,FALSE,FALSE,"C1",3219281.6,6.50775896735883,FALSE,167,2.22271647114758,FALSE,98.6144528333195,153.735991944109,0.343805907810203,FALSE,84245.93,2.60203872803954,FALSE,166.381547115602,0.43028649426901,FALSE,11,11.6801895356869,0.0261208719957522,FALSE,7072.81,0.218452399256146,FALSE,11.4655868105355,0.0296516485089211,FALSE,1,4.92555408392496,2.22370757774564,3.84965339064134,1.09571272749113,FALSE,0,0,0,FALSE,17.5318953147808,24.8388957337562,34.4699143436224,50.652961517874,17.5318953147808,24.8388957337562,34.4699143436224,50.652961517874,0,0,FALSE,1.65196891607557,3.1608369070197,5.97806104560615,13.5607154513101,1.65196891607557,3.1608369070197,5.97806104560615,13.5607154513101,3219281.6,35961.4488624511,0,0,6.50775910226297,4.55584925734479,FALSE,"G2M",4,4.30232896501041,3.19772252309417,0.0825871532844594,0.0272788018608078,0.0145810018478629,0.0217528333043124
"c1run2_50_X_isl1.e8.5","c1run2_50_X_isl1-e8.5","isl1","e8.5",0.5,1884713,1443477,1884713,0.68,1990391,6129499,8119890,2959659,1816134,30.748238967002,TRUE,FALSE,FALSE,"C1",4442030.19,6.64758150587969,FALSE,172,2.23552844690755,FALSE,98.5729693852153,162.195008136872,0.3835756815636,FALSE,143440.55,3.20850150323557,FALSE,170.334546325112,0.475333450925991,FALSE,11,12.7294028053739,0.0301038201671936,FALSE,20213.41,0.452136835577645,FALSE,12.3817997799512,0.0345524953396445,FALSE,1,5.15667496947667,2.23384493894743,4.30566107005833,1.12651452762734,FALSE,0,0,0,FALSE,19.9625279899324,27.2855779487622,36.8698392389809,52.3030904929531,19.9625279899324,27.2855779487622,36.8698392389809,52.3030904929531,0,0,FALSE,1.81633684874412,3.45830378445379,6.50123516479559,14.6048759445624,1.81633684874412,3.45830378445379,6.50123516479559,14.6048759445624,4442030.19,33433.5355663039,0,0,6.64758160364905,4.5241952948638,FALSE,"S",NA,16.6694215795529,-3.28513888413999,0.0974238951009695,0.00845468987123388,0.0158731708729536,0.015191322972478
"c1run2_56_X_isl1.e8.5","c1run2_56_X_isl1-e8.5","isl1","e8.5",0.57,1453206,1083853,1453206,0.63,1413344,4636237,6049581,2096945,1404787,31.3445149590066,TRUE,FALSE,FALSE,"C1",3361280.66,6.52650477667668,FALSE,178,2.25042000230889,FALSE,98.5231892474903,153.031826394533,0.321941145296873,FALSE,94190.1,2.78666685790773,FALSE,156.460709028319,0.3870637857844,FALSE,11,12.3546064298863,0.0259910388410015,FALSE,11785.45,0.348679138471332,FALSE,12.0953640540648,0.0299223839025267,FALSE,1,4.97400986878552,2.19717220269087,4.07138301819355,1.11711757641331,FALSE,0,0,0,FALSE,19.5935474189174,27.5316459292632,37.3035856517855,52.5333183572954,19.5935474189174,27.5316459292632,37.3035856517855,52.5333183572954,0,0,FALSE,1.60228710287524,3.07742434286891,5.80783261047792,13.0552675282255,1.60228710287524,3.07742434286891,5.80783261047792,13.0552675282255,3361280.66,37454.8483262917,0,0,6.52650490588172,4.57351963772408,FALSE,"S",4,-2.57080287995115,4.61413626325288,0.0869234710503719,0.0286117135963004,0.0148424677604334,0.0356400032880253
"c1run2_57_X_isl1.e8.5","c1run2_57_X_isl1-e8.5","isl1","e8.5",0.58,1416944,1055775,1416944,0.66,1411740,4872225,6283965,2094605,1704408,29.0820723591378,TRUE,FALSE,FALSE,"C1",3328375.91,6.52223237002831,FALSE,176,2.24551266781415,FALSE,98.5397826267319,146.989520179158,0.329101474882687,FALSE,66848.76,1.99322674973035,FALSE,152.746979939964,0.399406387077648,FALSE,9,12.5553883827197,0.0281108260605364,FALSE,13440.48,0.400754243836622,FALSE,12.2645041773593,0.0320695132872881,FALSE,1,4.82509985242279,2.18680659366183,4.12844709017956,1.12269102084218,FALSE,0,0,0,FALSE,19.698985863649,27.9264063054705,37.9879711363492,53.5265801752543,19.698985863649,27.9264063054705,37.9879711363492,53.5265801752543,0,0,FALSE,1.720056070806,3.29566294266566,6.20976614268865,13.8933087998671,1.720056070806,3.29566294266566,6.20976614268865,13.8933087998671,3328375.91,35135.2140766987,0,0,6.52223250051069,4.5457549644963,FALSE,"G2M",NA,-5.0742542753903,4.11413263088335,0.0835647285219546,0.032112051091237,-0.00103316870383119,0.0277153241434898
"c1run2_61_X_isl1.e8.5","c1run2_61_X_isl1-e8.5","isl1","e8.5",0.53,1516218,1091392,1516218,0.63,1462381,4831742,6294123,2181403,1491564,31.3803592989857,TRUE,FALSE,FALSE,"C1",3579509.49,6.55382351815745,FALSE,179,2.25285303097989,FALSE,98.5148925578694,155.382305445407,0.366844415159677,FALSE,89531.04,2.49030076945895,FALSE,166.385265722272,0.458605772119286,FALSE,10,12.7574743227952,0.0301193124496709,FALSE,16574.61,0.461021831495334,FALSE,12.437980888286,0.0342826620140669,FALSE,1,4.9519784800659,2.22371722607573,4.21946951986772,1.12833401909351,FALSE,0,0,0,FALSE,19.669905107585,27.8168953813837,37.9805840380661,54.2494712033855,19.669905107585,27.8168953813837,37.9805840380661,54.2494712033855,0,0,FALSE,1.78617932108838,3.41607316936434,6.4617392119813,14.5411596918768,1.78617932108838,3.41607316936434,6.4617392119813,14.5411596918768,3579509.49,33768.7616420286,0,0,6.55382363948536,4.52852799525439,FALSE,"S",5,13.2031430712132,28.4708783012216,0.0194510397118156,0.0359736102552365,0.0679227824933697,-0.138309685545276
"c1run2_62_X_isl1.e8.5","c1run2_62_X_isl1-e8.5","isl1","e8.5",0.54,1455814,1066090,1455814,0.61,1506459,5111348,6617807,2233032,1848649,28.4819973126463,TRUE,FALSE,FALSE,"C1",3395726.14,6.53093265781376,FALSE,177,2.24797326636181,FALSE,98.5314859371111,142.623131563278,0.322862874277968,FALSE,40057.4,1.17267593237001,FALSE,145.257721366448,0.396310237898759,FALSE,7,12.6468276924219,0.028629234925065,FALSE,14585.23,0.426980987010665,FALSE,12.2477703033216,0.0334158949829149,FALSE,1,4.60269359885052,2.16511880301626,4.16394305736515,1.12214278948423,FALSE,0,0,0,FALSE,19.1218859598613,26.7710678812279,36.1747543634363,52.0224634487161,19.1218859598613,26.7710678812279,36.1747543634363,52.0224634487161,0,0,FALSE,1.77703974397567,3.42026937902517,6.45620661924293,14.4184688079206,1.77703974397567,3.42026937902517,6.45620661924293,14.4184688079206,3395726.14,33987.7899931635,0,0,6.53093278570818,4.53133570389915,FALSE,"S",4,-19.6099117762516,11.8675722969533,0.0836587755598133,0.0311927836888557,0.00136392251201596,0.0273785818902094
"c1run2_63_X_isl1.e8.5","c1run2_63_X_isl1-e8.5","isl1","e8.5",0.55,1657572,1194960,1657572,0.61,1852121,5428228,7280349,2806841,1607706,30.5361528660918,TRUE,FALSE,FALSE,"C1",3982138.9,6.60011640447378,FALSE,181,2.25767857486918,FALSE,98.4982991786277,183.013369031426,0.472156451773913,FALSE,234085.47,5.84576966920612,FALSE,188.686429387206,0.597807389060832,FALSE,15,12.5932155011267,0.0324892546315304,FALSE,16474.03,0.411402659479854,FALSE,12.0288143044382,0.03811039350412,FALSE,1,5.36937631256826,2.2780362615525,4.21682621408988,1.11490489426437,FALSE,0,0,0,FALSE,22.0655389494324,30.4361784065342,40.536598057893,57.4118243339026,22.0655389494324,30.4361784065342,40.536598057893,57.4118243339026,0,0,FALSE,2.09352883893271,3.99709319044717,7.51449177359227,16.7042678957971,2.09352883893271,3.99709319044717,7.51449177359227,16.7042678957971,3982138.9,29395.9362384828,0,0,6.60011651353437,4.46830207041029,FALSE,"G1",4,-19.4421538459023,1.41318597459148,0.0859312665427663,0.0250991919357666,0.0107822056574533,0.0264724091394012
"c1run2_68_X_isl1.e8.5","c1run2_68_X_isl1-e8.5","isl1","e8.5",0.54,1264754,934746,1264754,0.67,1556445,4378476,5934921,2324996,1399532,28.8857127457133,TRUE,FALSE,FALSE,"C1",3078722.1,6.48837048920089,FALSE,177,2.24797326636181,FALSE,98.5314859371111,169.784019668041,0.431790387345438,FALSE,146886.26,4.73728154021758,FALSE,174.106820987565,0.53249624356361,FALSE,12,12.9344478894124,0.0328945578929537,FALSE,16160.51,0.521198413680774,FALSE,12.3991337012096,0.0379220761247983,FALSE,1,5.16698412967973,2.24330306361379,4.20848193527713,1.12707672068225,FALSE,0,0,0,FALSE,22.8596163323737,31.4670154867177,41.4745985030607,57.4897091231456,22.8596163323737,31.4670154867177,41.4745985030607,57.4897091231456,0,0,FALSE,2.03666875596089,3.89252550320924,7.31275159589784,16.2813197526127,2.03666875596089,3.89252550320924,7.31275159589784,16.2813197526127,3078722.1,30109.6619243121,0,0,6.4883706302641,4.47872030273682,FALSE,"G1",5,14.0978533103197,37.9351099253698,0.0325978024467222,0.0357341931734843,0.0459216607957842,-0.107177502623647
"c1run2_69_X_isl1.e8.5","c1run2_69_X_isl1-e8.5","isl1","e8.5",0.56,1556891,1095219,1556891,0.66,1483698,4350977,5834675,2205856,963499,35.782561020203,TRUE,FALSE,FALSE,"C1",3614905.48,6.55809694615307,FALSE,182,2.26007138798507,FALSE,98.4900024890069,145.401106596849,0.303866307741641,FALSE,59334.92,1.63274076637347,FALSE,147.805666129674,0.368440697738022,FALSE,9,12.3475154709773,0.025804438657759,FALSE,12609.1,0.346969231563467,FALSE,12.0171041769327,0.0299554838706599,FALSE,1,4.77331768046407,2.17261946832008,4.10071853060766,1.11451438055649,FALSE,0,0,0,FALSE,17.7999046879643,25.5946371245093,35.3178592652995,51.011168070707,17.7999046879643,25.5946371245093,35.3178592652995,51.011168070707,0,0,FALSE,1.59879789417875,3.07221155908267,5.81753850086879,13.1294108984355,1.59879789417875,3.07221155908267,5.81753850086879,13.1294108984355,3614905.48,37407.6915071929,0,0,6.55809706629298,4.57297251757687,FALSE,"S",1,-3.25583742716756,34.8504714745654,0.0753817091724652,0.0314128039719856,-0.204460928334078,-0.122169604969848
"c1run2_73_X_isl1.e8.5","c1run2_73_X_isl1-e8.5","isl1","e8.5",0.53,1571291,1208019,1571291,0.64,1454415,5472533,6926948,2140823,1995275,28.7123165817365,TRUE,FALSE,FALSE,"C1",3646389.13,6.5618630131928,FALSE,175,2.24303804868629,FALSE,98.5480793163528,143.311562226639,0.34758088150252,FALSE,54699.1,1.49178499350385,FALSE,157.488203923587,0.437156366080705,FALSE,10,11.5293669806448,0.0279627650137616,FALSE,7214.63,0.196761496399076,FALSE,11.3585358246274,0.0315290677103717,FALSE,1,4.73798812028971,2.19999694376804,3.85827425553747,1.09196702083763,FALSE,0,0,0,FALSE,20.7248462261624,28.3001603287469,38.0036828378764,54.1591327637596,20.7248462261624,28.3001603287469,38.0036828378764,54.1591327637596,0,0,FALSE,1.77674821131109,3.40250277367902,6.4398447996135,14.5788458671992,1.77674821131109,3.40250277367902,6.4398447996135,14.5788458671992,3646389.13,33599.8880012254,0,0,6.5618631322954,4.52635075503675,FALSE,"S",NA,18.6136984943893,15.2542918279017,0.0886241305935786,0.0102192491199689,0.0178626404614433,-0.0119743317002498
"c1run2_74_X_isl1.e8.5","c1run2_74_X_isl1-e8.5","isl1","e8.5",0.54,1776256,1310404,1776256,0.62,1597224,5061816,6659040,2408736,1150581,35.0912794933676,TRUE,FALSE,FALSE,"C1",4167221.85,6.61984662156746,FALSE,166,2.22010808804005,FALSE,98.6227495229403,160.800946737861,0.390644396919062,FALSE,133848.53,3.20207178065897,FALSE,164.112824372259,0.461023187034296,FALSE,13,12.0680225292994,0.0293176469330689,FALSE,11948.68,0.28584946763423,FALSE,11.8273387342368,0.0332251755354819,FALSE,1,5.12661685054152,2.21778080638094,4.07735627548541,1.10813656339592,FALSE,0,0,0,FALSE,19.6871356872925,27.3431324516596,37.1831341304759,53.604294429393,19.6871356872925,27.3431324516596,37.1831341304759,53.604294429393,0,0,FALSE,1.79200118330325,3.41713610203222,6.4455180396213,14.5750982478333,1.79200118330325,3.41713610203222,6.4455180396213,14.5750982478333,4167221.85,33598.3586087303,0,0,6.61984672578424,4.52633098705211,FALSE,"S",5,14.5058727089431,24.2240545207247,0.00900546077365407,0.0374331448080189,0.0816801126918754,-0.167429764363271
"c1run2_75_X_isl1.e8.5","c1run2_75_X_isl1-e8.5","isl1","e8.5",0.57,1232664,1001991,1232664,0.69,1290834,4343931,5634765,1899134,1491586,28.3766938287003,TRUE,FALSE,FALSE,"C1",2863033.89,6.45682648883644,FALSE,173,2.2380461031288,FALSE,98.5646726955945,147.358998064001,0.293924528583951,FALSE,55641.19,1.93188053006335,FALSE,151.51690151451,0.35691465220106,FALSE,9,12.1795566935301,0.0242935314879959,FALSE,8894.8,0.308830399544069,FALSE,11.9173161310662,0.0280725430600377,FALSE,1,4.74540421488935,2.1833179737009,3.94918501031343,1.1111722883844,FALSE,0,0,0,FALSE,18.0836217764785,25.630902329277,34.8174778329292,49.992575882502,18.0836217764785,25.630902329277,34.8174778329292,49.992575882502,0,0,FALSE,1.52398529950483,2.92378256572969,5.53137188320664,12.4798266692393,1.52398529950483,2.92378256572969,5.53137188320664,12.4798266692393,2863033.89,39182.5133695445,0,0,6.45682664052671,4.59310337419566,FALSE,"S",4,8.85469335339201,10.2684211270945,0.085259514918143,0.0154725214993712,0.0224510451626401,-0.0019376750553965
"c1run2_80_X_isl1.e8.5","c1run2_80_X_isl1-e8.5","isl1","e8.5",0.52,2240507,1700423,2240507,0.64,1739173,6990927,8730100,2611204,2159813,32.048782657865,TRUE,FALSE,FALSE,"C1",5110299.12,6.70844632134087,FALSE,169,2.22788670461367,FALSE,98.5978594540778,135.472319036239,0.340909503125897,FALSE,66717,1.29368455532026,FALSE,141.083478925683,0.405086150122781,FALSE,8,12.0588589145261,0.0303455320619169,FALSE,14648.27,0.284039160351352,FALSE,11.8825589915876,0.0341178152974566,FALSE,1,4.82424301901484,2.15254358230087,4.16581598353853,1.11000213985132,FALSE,0,0,0,FALSE,21.1243022111003,28.5402833719056,37.943847795743,54.4802115223344,21.1243022111003,28.5402833719056,37.943847795743,54.4802115223344,0,0,FALSE,1.84340501170211,3.52951938028832,6.6763493339428,15.1159211507947,1.84340501170211,3.52951938028832,6.6763493339428,15.1159211507947,5110299.12,32356.2735147965,0,0,6.70844640632502,4.5099719200056,FALSE,"S",1,-8.15807595013782,34.3865885101543,0.126786481885806,0.0320299486307854,-0.408166056248458,-0.0782331559907834
"c1run2_81_X_isl1.e8.5","c1run2_81_X_isl1-e8.5","isl1","e8.5",0.53,1728985,1314902,1728985,0.62,1791857,6297303,8089160,2655718,2373416,27.4559601149889,TRUE,FALSE,FALSE,"C1",4118639.82,6.61475381404284,FALSE,187,2.2718416065365,FALSE,98.4485190409027,139.487382170644,0.362640262037102,FALSE,55327.8,1.33807154771432,FALSE,143.187727000779,0.435633123010636,FALSE,8,12.4187445681432,0.0322863381209191,FALSE,15073.05,0.364533188420203,FALSE,12.0569289340135,0.0366818980610889,FALSE,1,4.74295125111005,2.1589282955937,4.17822995147498,1.1158410403501,FALSE,0,0,0,FALSE,20.6570189961403,29.2569064706415,39.2691361877815,56.2109191669982,20.6570189961403,29.2569064706415,39.2691361877815,56.2109191669982,0,0,FALSE,1.98937109114526,3.83496505990619,7.21897885341092,16.167644550876,1.98937109114526,3.83496505990619,7.21897885341092,16.167644550876,4118639.82,30458.6448568965,0,0,6.61475391948892,4.48372483538908,FALSE,"S",4,-29.7750994933629,1.21232005586408,0.0894330170645277,0.0330349580453452,0.0144521191476045,0.0464798762616991
"c1run2_87_X_isl1.e8.5","c1run2_87_X_isl1-e8.5","isl1","e8.5",0.53,1772592,1250080,1772592,0.65,1627786,5466960,7094746,2419956,1638350,32.4237236050748,TRUE,FALSE,FALSE,"C1",4135641.65,6.61654290045098,FALSE,167,2.22271647114758,FALSE,98.6144528333195,151.518177242089,0.334391358871938,FALSE,89353.78,2.14923204452784,FALSE,164.762375663221,0.418642464257348,FALSE,11,12.5138122394288,0.0276172189738335,FALSE,16187.88,0.38936808749413,FALSE,12.2988329834345,0.0312499363216203,FALSE,1,4.95111778988136,2.21948596230521,4.20921680387104,1.12381353186242,FALSE,0,0,0,FALSE,19.5197277307622,27.6654080993695,37.6449255461967,53.5522169818558,19.5197277307622,27.6654080993695,37.6449255461967,53.5522169818558,0,0,FALSE,1.64355103591948,3.15213730527796,5.94974075982212,13.453842177564,1.64355103591948,3.15213730527796,5.94974075982212,13.453842177564,4135641.65,36422.4816936995,0,0,6.61654300546357,4.56138145733177,FALSE,"G1",1,-3.88172582236761,33.2778807559502,0.0959177798792016,0.0343264860934917,-0.295029249956485,-0.116969780997519
"c1run2_91_X_isl1.e8.5","c1run2_91_X_isl1-e8.5","isl1","e8.5",0.58,994911,724018,994911,0.63,975262,3295358,4270620,1455701,1088474,30.1912872592295,TRUE,FALSE,FALSE,"C1",2335608.89,6.36840011963225,FALSE,184,2.26481782300954,FALSE,98.4734091097652,150.794888271758,0.3396725894426,FALSE,50950.33,2.17133945266099,FALSE,161.826027724357,0.426627105701246,FALSE,10,12.6142002958183,0.0284140803931395,FALSE,9795,0.417431446249993,FALSE,12.3426080775594,0.0325392103790818,FALSE,1,4.70715552502786,2.21172382803211,3.99104877645268,1.1252407293544,FALSE,0,0,0,FALSE,19.4531636673125,27.3689971269119,37.5392838139094,53.7589467729762,19.4531636673125,27.3689971269119,37.5392838139094,53.7589467729762,0,0,FALSE,1.6923710035998,3.24159685471527,6.1422494487671,13.8574532810257,1.6923710035998,3.24159685471527,6.1422494487671,13.8574532810257,2335608.89,35431.1645263065,0,0,6.36840030557708,4.54939768389166,FALSE,"S",5,9.14157245463884,28.0991749278158,0.0186515781797869,0.0382391212550947,0.0667609549230388,-0.143436048756605
